행정구역,순위,인구 천명당 사업체수(개),비율(%)
전라남도 영암군 금정면,1786,110.19,0.02
경기도 여주시 세종대왕면,1787,110.18,0.02
전라남도 해남군 산이면,1788,110.14,0.02
경상북도 포항시 남구 장기면,1789,110.08,0.02
대구광역시 수성구 범어1동,1790,110.07,0.02
인천광역시 부평구 일신동,1791,110.07,0.02
전라남도 영암군 군서면,1792,109.99,0.02
경상남도 통영시 한산면,1793,109.99,0.02
서울특별시 성북구 삼선동,1794,109.97,0.02
부산광역시 동래구 온천1동,1795,109.94,0.02
충청남도 아산시 둔포면,1796,109.94,0.02
강원특별자치도 홍천군 남면,1797,109.91,0.02
인천광역시 연수구 송도2동,1798,109.88,0.02
강원특별자치도 동해시 북평동,1799,109.61,0.02
제주특별자치도 서귀포시 중문동,1800,109.61,0.02
부산광역시 사하구 괴정3동,1801,109.59,0.02
광주광역시 서구 상무1동,1802,109.59,0.02
경상북도 경주시 안강읍,1803,109.54,0.02
대구광역시 수성구 범어3동,1804,109.53,0.02
경상북도 청도군 이서면,1805,109.52,0.02
전라남도 진도군 고군면,1806,109.45,0.02
전라남도 구례군 마산면,1807,109.4,0.02
경기도 포천시 이동면,1808,109.25,0.02
경기도 용인시 기흥구 보정동,1809,109.24,0.02
울산광역시 남구 신정3동,1810,109.23,0.02
강원특별자치도 강릉시 교1동,1811,109.23,0.02
충청북도 보은군 산외면,1812,109.18,0.02
경상남도 창원시 의창구 명곡동,1813,109.13,0.02
대구광역시 수성구 지산1동,1814,109.1,0.02
경기도 포천시 관인면,1815,109.09,0.02
대구광역시 동구 혁신동,1816,109.08,0.02
경기도 안양시 동안구 달안동,1817,108.99,0.02
서울특별시 동작구 사당1동,1818,108.98,0.02
대구광역시 서구 내당2·3동,1819,108.97,0.02
대구광역시 달성군 가창면,1820,108.95,0.02
경상북도 김천시 부항면,1821,108.95,0.02
경상북도 영덕군 병곡면,1822,108.91,0.02
경기도 고양시 일산서구 덕이동,1823,108.85,0.02
경상북도 안동시 북후면,1824,108.82,0.02
충청북도 제천시 신백동,1825,108.75,0.02
전라남도 화순군 이서면,1826,108.75,0.02
경상북도 구미시 형곡2동,1827,108.69,0.02
충청북도 음성군 소이면,1828,108.56,0.02
강원특별자치도 원주시 명륜1동,1829,108.55,0.02
광주광역시 북구 오치1동,1830,108.48,0.02
충청남도 청양군 남양면,1831,108.37,0.02
경상북도 의성군 금성면,1832,108.35,0.02
부산광역시 동래구 복산동,1833,108.34,0.02
경상남도 거제시 장승포동,1834,108.33,0.02
대구광역시 달서구 상인2동,1835,108.31,0.02
전북특별자치도 군산시 나운1동,1836,108.29,0.02
경상남도 의령군 칠곡면,1837,108.16,0.02
전라남도 신안군 임자면,1838,108.15,0.02
경상남도 창녕군 성산면,1839,108.13,0.02
충청남도 당진시 송산면,1840,108.11,0.02
인천광역시 옹진군 덕적면,1841,108.09,0.02
경기도 화성시 동탄6동,1842,108.01,0.02
전라남도 해남군 북일면,1843,108.01,0.02
제주특별자치도 서귀포시 대륜동,1844,107.99,0.02
서울특별시 동대문구 장안2동,1845,107.93,0.02
충청남도 당진시 면천면,1846,107.85,0.02
경기도 광명시 광명4동,1847,107.77,0.02
충청남도 홍성군 홍동면,1848,107.68,0.02
경상남도 창원시 마산합포구 합포동,1849,107.66,0.02
광주광역시 남구 양림동,1850,107.64,0.02
충청북도 보은군 내북면,1851,107.61,0.02
강원특별자치도 원주시 반곡관설동,1852,107.4,0.02
경기도 고양시 덕양구 행주동,1853,107.36,0.02
대전광역시 유성구 신성동,1854,107.3,0.02
부산광역시 동래구 사직3동,1855,107.22,0.02
충청북도 청주시 상당구 남일면,1856,107.16,0.02
전라남도 장성군 삼계면,1857,107.14,0.02
경상북도 청송군 현서면,1858,107.1,0.02
경기도 연천군 청산면,1859,107.09,0.02
충청남도 천안시 서북구 불당1동,1860,107.07,0.02
전북특별자치도 부안군 동진면,1861,107.07,0.02
경상남도 김해시 활천동,1862,107.02,0.02
경상남도 창녕군 남지읍,1863,106.93,0.02
충청남도 천안시 서북구 성정1동,1864,106.87,0.02
서울특별시 중구 중림동,1865,106.85,0.02
경기도 평택시 비전1동,1866,106.84,0.02
경기도 성남시 수정구 복정동,1867,106.82,0.02
인천광역시 강화군 선원면,1868,106.8,0.02
강원특별자치도 원주시 개운동,1869,106.8,0.02
대전광역시 동구 용전동,1870,106.73,0.02
경상북도 예천군 보문면,1871,106.66,0.02
인천광역시 남동구 만수5동,1872,106.65,0.02
전북특별자치도 군산시 옥서면,1873,106.56,0.02
경상남도 합천군 율곡면,1874,106.55,0.02
전라남도 장흥군 대덕읍,1875,106.53,0.02
경상남도 하동군 금성면,1876,106.53,0.02
경상북도 포항시 북구 흥해읍,1877,106.48,0.02
경상남도 합천군 야로면,1878,106.46,0.02
충청남도 계룡시 금암동,1879,106.44,0.02
경기도 고양시 덕양구 주교동,1880,106.4,0.02
충청남도 청양군 운곡면,1881,106.37,0.02
충청북도 영동군 추풍령면,1882,106.36,0.02
대구광역시 남구 대명2동,1883,106.29,0.02
경상남도 창원시 마산회원구 석전동,1884,106.22,0.02
서울특별시 금천구 독산1동,1885,106.2,0.02
경상남도 함양군 지곡면,1886,106.16,0.02
서울특별시 송파구 가락2동,1887,106.15,0.02
전북특별자치도 순창군 쌍치면,1888,106.12,0.02
전북특별자치도 전주시 완산구 삼천2동,1889,106.09,0.02
경상남도 창녕군 이방면,1890,105.99,0.02
충청남도 서산시 해미면,1891,105.95,0.02
인천광역시 남동구 간석1동,1892,105.94,0.02
전라남도 고흥군 대서면,1893,105.93,0.02
제주특별자치도 제주시 건입동,1894,105.88,0.02
서울특별시 종로구 혜화동,1895,105.8,0.02
서울특별시 강동구 명일1동,1896,105.75,0.02
충청남도 예산군 광시면,1897,105.69,0.02
강원특별자치도 강릉시 홍제동,1898,105.67,0.02
경상북도 상주시 모서면,1899,105.6,0.02
충청남도 부여군 은산면,1900,105.58,0.02
강원특별자치도 삼척시 도계읍,1901,105.57,0.02
서울특별시 마포구 망원2동,1902,105.52,0.02
전라남도 완도군 고금면,1903,105.52,0.02
충청북도 영동군 학산면,1904,105.49,0.02
대구광역시 동구 해안동,1905,105.37,0.02
경상남도 고성군 하일면,1906,105.35,0.02
전북특별자치도 군산시 흥남동,1907,105.24,0.02
서울특별시 광진구 중곡2동,1908,105.12,0.02
인천광역시 강화군 불은면,1909,105.09,0.02
울산광역시 남구 옥동,1910,104.93,0.02
인천광역시 미추홀구 주안5동,1911,104.86,0.02
경기도 화성시 봉담읍,1912,104.85,0.02
강원특별자치도 원주시 단구동,1913,104.78,0.02
충청북도 청주시 청원구 율량·사천동,1914,104.78,0.02
전라남도 장흥군 용산면,1915,104.75,0.02
충청북도 옥천군 청성면,1916,104.74,0.02
광주광역시 북구 오치2동,1917,104.73,0.02
경상남도 의령군 정곡면,1918,104.67,0.02
대전광역시 중구 유천2동,1919,104.64,0.02
대구광역시 서구 평리1동,1920,104.63,0.02
경기도 동두천시 보산동,1921,104.58,0.02
경기도 부천시 원미구 상3동,1922,104.57,0.02
전라남도 나주시 빛가람동,1923,104.56,0.02
경상북도 성주군 수륜면,1924,104.56,0.02
전라남도 함평군 신광면,1925,104.45,0.02
경기도 평택시 서정동,1926,104.42,0.02
부산광역시 사상구 엄궁동,1927,104.23,0.02
경상남도 창녕군 도천면,1928,104.23,0.02
울산광역시 울주군 언양읍,1929,104.14,0.02
인천광역시 중구 운서동,1930,104.13,0.02
경상남도 산청군 차황면,1931,104.13,0.02
전라남도 완도군 생일면,1932,104.08,0.02
광주광역시 서구 농성1동,1933,104.07,0.02
경기도 평택시 현덕면,1934,104.07,0.02
충청남도 부여군 양화면,1935,104.07,0.02
인천광역시 서구 연희동,1936,104.04,0.02
경상남도 남해군 고현면,1937,104.03,0.02
대구광역시 남구 봉덕3동,1938,104.02,0.02
경상북도 의성군 단촌면,1939,103.95,0.02
전라남도 담양군 가사문학면,1940,103.93,0.02
충청남도 서천군 판교면,1941,103.87,0.02
경상북도 봉화군 명호면,1942,103.86,0.02
경상북도 포항시 남구 연일읍,1943,103.81,0.02
경기도 부천시 소사구 옥길동,1944,103.78,0.02
충청남도 당진시 송악읍,1945,103.73,0.02
대구광역시 수성구 만촌2동,1946,103.71,0.02
경상북도 예천군 은풍면,1947,103.7,0.02
전북특별자치도 완주군 용진읍,1948,103.61,0.02
전라남도 곡성군 삼기면,1949,103.58,0.02
인천광역시 서구 가좌4동,1950,103.55,0.02
서울특별시 성북구 장위2동,1951,103.53,0.02
부산광역시 수영구 망미2동,1952,103.5,0.02
경기도 광주시 송정동,1953,103.45,0.02
대구광역시 달성군 현풍읍,1954,103.37,0.02
인천광역시 미추홀구 도화2·3동,1955,103.37,0.02
경기도 고양시 일산동구 마두2동,1956,103.32,0.02
서울특별시 강서구 방화2동,1957,103.24,0.02
경기도 광주시 퇴촌면,1958,103.2,0.02
경기도 오산시 남촌동,1959,103.16,0.02
경기도 고양시 덕양구 흥도동,1960,103.11,0.02
경상북도 의성군 옥산면,1961,103.11,0.02
세종특별자치시 세종시 조치원읍,1962,103.1,0.02
경기도 안산시 상록구 반월동,1963,103,0.02
충청북도 증평군 증평읍,1964,103,0.02
전라남도 무안군 몽탄면,1965,102.97,0.02
전라남도 담양군 수북면,1966,102.96,0.02
인천광역시 미추홀구 관교동,1967,102.95,0.02
전라남도 곡성군 목사동면,1968,102.83,0.02
경기도 안양시 동안구 귀인동,1969,102.82,0.02
대구광역시 북구 산격3동,1970,102.78,0.02
경상북도 봉화군 소천면,1971,102.75,0.02
부산광역시 금정구 남산동,1972,102.68,0.02
전라남도 순천시 상사면,1973,102.65,0.02
서울특별시 관악구 중앙동,1974,102.63,0.02
전북특별자치도 전주시 덕진구 송천2동,1975,102.58,0.02
경기도 광명시 소하1동,1976,102.56,0.02
충청남도 홍성군 은하면,1977,102.55,0.02
경상북도 칠곡군 북삼읍,1978,102.51,0.02
경기도 안성시 안성2동,1979,102.46,0.02
광주광역시 남구 주월2동,1980,102.43,0.02
부산광역시 영도구 청학1동,1981,102.4,0.02
경상남도 합천군 청덕면,1982,102.39,0.02
대전광역시 서구 용문동,1983,102.38,0.02
전라남도 보성군 득량면,1984,102.37,0.02
경상북도 경주시 성건동,1985,102.36,0.02
전라남도 나주시 성북동,1986,102.34,0.02
서울특별시 광진구 능동,1987,102.32,0.02
경상북도 청송군 안덕면,1988,102.23,0.02
경상북도 의성군 다인면,1989,102.19,0.02
경상남도 김해시 진영읍,1990,102.16,0.02
전북특별자치도 익산시 마동,1991,102.03,0.02
경기도 수원시 권선구 세류3동,1992,101.98,0.02
충청남도 천안시 동남구 북면,1993,101.97,0.02
강원특별자치도 강릉시 경포동,1994,101.9,0.02
부산광역시 해운대구 반송1동,1995,101.89,0.02
전북특별자치도 정읍시 상교동,1996,101.87,0.02
전라남도 영암군 도포면,1997,101.86,0.02
경상북도 영양군 수비면,1998,101.85,0.02
경기도 성남시 분당구 금곡동,1999,101.78,0.02
강원특별자치도 홍천군 내촌면,2000,101.69,0.02
전라남도 광양시 중마동,2001,101.69,0.02
서울특별시 강동구 성내2동,2002,101.48,0.02
충청북도 충주시 지현동,2003,101.46,0.02
강원특별자치도 원주시 우산동,2004,101.45,0.02
경기도 이천시 백사면,2005,101.39,0.02
경상북도 영주시 이산면,2006,101.39,0.02
경상남도 창원시 진해구 웅동1동,2007,101.38,0.02
경상북도 상주시 신흥동,2008,101.37,0.02
인천광역시 부평구 부평5동,2009,101.34,0.02
경상북도 예천군 개포면,2010,101.24,0.02
전라남도 신안군 안좌면,2011,101.21,0.02
강원특별자치도 횡성군 갑천면,2012,101.18,0.02
전라남도 고흥군 포두면,2013,101.18,0.02
강원특별자치도 동해시 망상동,2014,101.09,0.02
부산광역시 부산진구 양정1동,2015,101.04,0.02
인천광역시 동구 만석동,2016,101.02,0.02
충청남도 아산시 송악면,2017,101.01,0.02
경상남도 사천시 벌용동,2018,101.01,0.02
경상남도 창원시 마산합포구 반월중앙동,2019,100.88,0.02
경기도 남양주시 별내동,2020,100.83,0.02
인천광역시 옹진군 대청면,2021,100.71,0.02
경기도 양평군 개군면,2022,100.69,0.02
서울특별시 마포구 서강동,2023,100.66,0.02
전라남도 목포시 북항동,2024,100.64,0.02
인천광역시 미추홀구 주안6동,2025,100.59,0.02
경기도 안양시 만안구 안양6동,2026,100.57,0.02
충청북도 충주시 연수동,2027,100.57,0.02
제주특별자치도 제주시 아라동,2028,100.48,0.02
제주특별자치도 제주시 외도동,2029,100.46,0.02
경상북도 포항시 북구 죽장면,2030,100.45,0.02
경기도 성남시 분당구 야탑3동,2031,100.44,0.02
전라남도 목포시 유달동,2032,100.35,0.02
충청남도 천안시 동남구 신안동,2033,100.34,0.02
전라남도 함평군 나산면,2034,100.31,0.02
경상북도 경주시 문무대왕면,2035,100.24,0.02
경기도 구리시 수택3동,2036,100.2,0.02
부산광역시 금정구 서2동,2037,100.13,0.02
경상북도 의성군 단북면,2038,100.13,0.02
대구광역시 군위군 우보면,2039,100.11,0.02
경상남도 김해시 동상동,2040,100.1,0.02
경기도 성남시 수정구 위례동,2041,100.01,0.02
경기도 안산시 상록구 본오3동,2042,100,0.02
제주특별자치도 서귀포시 동홍동,2043,99.96,0.02
대구광역시 서구 내당4동,2044,99.95,0.02
강원특별자치도 춘천시 교동,2045,99.91,0.02
경상북도 의성군 단밀면,2046,99.87,0.02
충청북도 청주시 흥덕구 복대2동,2047,99.86,0.02
전라남도 화순군 사평면,2048,99.83,0.02
경상북도 울진군 기성면,2049,99.83,0.02
부산광역시 동래구 안락2동,2050,99.76,0.02
서울특별시 광진구 군자동,2051,99.74,0.02
경기도 평택시 팽성읍,2052,99.72,0.02
전북특별자치도 무주군 부남면,2053,99.69,0.02
충청북도 영동군 심천면,2054,99.68,0.02
충청북도 충주시 달천동,2055,99.61,0.02
대구광역시 중구 대봉2동,2056,99.58,0.02
대전광역시 동구 산내동,2057,99.53,0.02
대전광역시 서구 가수원동,2058,99.46,0.02
경기도 광명시 철산2동,2059,99.45,0.02
경기도 성남시 수정구 신흥1동,2060,99.43,0.02
강원특별자치도 원주시 흥업면,2061,99.39,0.02
충청남도 천안시 서북구 성거읍,2062,99.38,0.02
경기도 수원시 영통구 광교1동,2063,99.37,0.02
전라남도 영광군 백수읍,2064,99.37,0.02
서울특별시 광진구 중곡3동,2065,99.35,0.02
서울특별시 중랑구 면목3·8동,2066,99.32,0.02
강원특별자치도 횡성군 청일면,2067,99.31,0.02
부산광역시 남구 대연3동,2068,99.3,0.02
서울특별시 중랑구 묵2동,2069,99.22,0.02
광주광역시 북구 임동,2070,99.17,0.02
경기도 양평군 양서면,2071,99.15,0.02
부산광역시 연제구 거제2동,2072,99.05,0.02
충청북도 영동군 양강면,2073,99.05,0.02
광주광역시 북구 풍향동,2074,98.98,0.02
대구광역시 수성구 중동,2075,98.97,0.02
경상북도 봉화군 법전면,2076,98.97,0.02
서울특별시 성북구 월곡2동,2077,98.96,0.02
경기도 양평군 청운면,2078,98.94,0.02
전북특별자치도 군산시 경암동,2079,98.9,0.02
인천광역시 남동구 간석3동,2080,98.85,0.02
경기도 시흥시 월곶동,2081,98.8,0.02
경기도 광주시 오포2동,2082,98.78,0.02
경상남도 하동군 옥종면,2083,98.78,0.02
서울특별시 강북구 미아동,2084,98.77,0.02
경상남도 함양군 병곡면,2085,98.76,0.02
강원특별자치도 홍천군 두촌면,2086,98.75,0.02
경상남도 통영시 봉평동,2087,98.69,0.02
서울특별시 구로구 신도림동,2088,98.67,0.02
경기도 동두천시 생연2동,2089,98.61,0.02
충청남도 천안시 동남구 목천읍,2090,98.57,0.02
경상북도 영천시 화북면,2091,98.52,0.02
광주광역시 남구 백운2동,2092,98.51,0.02
부산광역시 동래구 명장1동,2093,98.48,0.02
경기도 안성시 안성3동,2094,98.42,0.02
충청북도 충주시 대소원면,2095,98.38,0.02
경상북도 구미시 산동읍,2096,98.36,0.02
경상남도 창원시 마산합포구 문화동,2097,98.35,0.02
경기도 화성시 화산동,2098,98.28,0.02
전북특별자치도 전주시 완산구 서신동,2099,98.26,0.02
전라남도 고흥군 금산면,2100,98.16,0.02
경상남도 진주시 천전동,2101,98.16,0.02
경상남도 고성군 거류면,2102,98.15,0.02
서울특별시 노원구 공릉1동,2103,98.14,0.02
충청북도 진천군 광혜원면,2104,98.13,0.02
충청남도 청양군 청남면,2105,98.1,0.02
강원특별자치도 평창군 방림면,2106,98.09,0.02
대구광역시 서구 비산5동,2107,98.07,0.02
경상남도 사천시 향촌동,2108,98.04,0.02
인천광역시 부평구 십정2동,2109,98.03,0.02
경상북도 봉화군 물야면,2110,98,0.02
서울특별시 영등포구 대림3동,2111,97.98,0.02
경기도 안양시 만안구 안양8동,2112,97.98,0.02
광주광역시 북구 양산동,2113,97.93,0.02
경상북도 울진군 금강송면,2114,97.88,0.02
서울특별시 종로구 부암동,2115,97.85,0.02
경기도 의왕시 부곡동,2116,97.82,0.02
경상남도 함안군 함안면,2117,97.82,0.02
부산광역시 기장군 철마면,2118,97.81,0.02
대구광역시 달성군 옥포읍,2119,97.77,0.02
경기도 시흥시 연성동,2120,97.75,0.02
대전광역시 서구 도마1동,2121,97.72,0.02
경기도 성남시 수정구 수진1동,2122,97.72,0.02
인천광역시 연수구 연수2동,2123,97.71,0.02
강원특별자치도 삼척시 정라동,2124,97.71,0.02
전라남도 완도군 군외면,2125,97.7,0.02
인천광역시 강화군 양도면,2126,97.69,0.02
강원특별자치도 동해시 부곡동,2127,97.68,0.02
충청북도 청주시 청원구 오창읍,2128,97.66,0.02
경상남도 밀양시 산외면,2129,97.64,0.02
경상남도 하동군 북천면,2130,97.64,0.02
경기도 성남시 수정구 태평1동,2131,97.58,0.02
경상남도 고성군 구만면,2132,97.56,0.02
강원특별자치도 횡성군 공근면,2133,97.38,0.02
전라남도 강진군 군동면,2134,97.35,0.02
부산광역시 강서구 명지1동,2135,97.34,0.02
전북특별자치도 장수군 번암면,2136,97.3,0.02
서울특별시 중구 청구동,2137,97.28,0.02
경상북도 울진군 온정면,2138,97.25,0.02
전북특별자치도 김제시 신풍동,2139,97.14,0.02
경기도 고양시 일산동구 식사동,2140,97.11,0.02
강원특별자치도 원주시 행구동,2141,97.04,0.02
충청남도 서산시 음암면,2142,97,0.02
전북특별자치도 김제시 검산동,2143,97,0.02
서울특별시 광진구 구의1동,2144,96.98,0.02
경상남도 의령군 유곡면,2145,96.9,0.02
서울특별시 양천구 신월1동,2146,96.84,0.02
경상북도 울진군 북면,2147,96.8,0.02
서울특별시 용산구 원효로2동,2148,96.79,0.02
경기도 하남시 미사1동,2149,96.79,0.02
충청남도 천안시 서북구 부성1동,2150,96.78,0.02
서울특별시 동대문구 답십리2동,2151,96.74,0.02
경기도 수원시 장안구 파장동,2152,96.73,0.02
전라남도 진도군 조도면,2153,96.63,0.02
경기도 남양주시 진접읍,2154,96.56,0.02
서울특별시 광진구 화양동,2155,96.52,0.02
울산광역시 울주군 삼남읍,2156,96.52,0.02
경상북도 문경시 점촌3동,2157,96.52,0.02
광주광역시 광산구 첨단2동,2158,96.49,0.02
광주광역시 광산구 신가동,2159,96.46,0.02
전북특별자치도 군산시 조촌동,2160,96.46,0.02
대구광역시 달서구 송현1동,2161,96.45,0.02
부산광역시 연제구 연산8동,2162,96.44,0.02
경기도 양평군 강상면,2163,96.43,0.02
경기도 성남시 분당구 구미동,2164,96.42,0.02
대구광역시 중구 남산3동,2165,96.4,0.02
충청북도 충주시 금가면,2166,96.39,0.02
충청남도 서산시 운산면,2167,96.39,0.02
부산광역시 사상구 주례3동,2168,96.37,0.02
충청남도 아산시 온양5동,2169,96.36,0.02
전북특별자치도 순창군 인계면,2170,96.36,0.02
제주특별자치도 서귀포시 대천동,2171,96.23,0.02
서울특별시 성북구 보문동,2172,96.19,0.02
서울특별시 동대문구 청량리동,2173,96.14,0.02
경기도 고양시 덕양구 화전동,2174,96.1,0.02
서울특별시 관악구 조원동,2175,96.09,0.02
광주광역시 북구 용봉동,2176,96.06,0.02
대전광역시 대덕구 신탄진동,2177,95.92,0.02
경기도 수원시 권선구 서둔동,2178,95.84,0.02
충청북도 괴산군 소수면,2179,95.79,0.02
경상남도 김해시 장유2동,2180,95.75,0.02
서울특별시 은평구 응암3동,2181,95.73,0.02
전라남도 함평군 엄다면,2182,95.72,0.02
대구광역시 남구 대명6동,2183,95.71,0.02
부산광역시 동래구 명륜동,2184,95.7,0.02
경기도 양평군 양동면,2185,95.7,0.02
전라남도 순천시 해룡면,2186,95.66,0.02
경기도 의왕시 청계동,2187,95.63,0.02
부산광역시 중구 보수동,2188,95.62,0.02
부산광역시 서구 동대신3동,2189,95.6,0.02
광주광역시 북구 두암2동,2190,95.57,0.02
전라남도 나주시 동강면,2191,95.53,0.02
경기도 이천시 부발읍,2192,95.49,0.02
인천광역시 서구 석남1동,2193,95.43,0.02
충청북도 진천군 백곡면,2194,95.43,0.02
경상북도 봉화군 재산면,2195,95.31,0.02
대구광역시 북구 복현1동,2196,95.29,0.02
경기도 고양시 일산서구 주엽2동,2197,95.28,0.02
충청남도 천안시 서북구 불당2동,2198,95.26,0.02
경상북도 안동시 명륜동,2199,95.23,0.02
경기도 여주시 오학동,2200,95.2,0.02
충청북도 보은군 회인면,2201,95.18,0.02
경기도 용인시 수지구 상현3동,2202,95.11,0.02
광주광역시 북구 우산동,2203,95.09,0.02
경상남도 통영시 광도면,2204,95.08,0.02
충청북도 영동군 매곡면,2205,95.02,0.02
경기도 동두천시 송내동,2206,95,0.02
서울특별시 중랑구 중화2동,2207,94.98,0.02
경상남도 의령군 봉수면,2208,94.9,0.02
서울특별시 마포구 공덕동,2209,94.84,0.02
부산광역시 사하구 하단1동,2210,94.77,0.02
충청남도 보령시 주포면,2211,94.77,0.02
서울특별시 송파구 문정1동,2212,94.76,0.02
부산광역시 서구 부민동,2213,94.72,0.02
대전광역시 중구 중촌동,2214,94.69,0.02
충청남도 부여군 외산면,2215,94.69,0.02
울산광역시 동구 남목1동,2216,94.64,0.02
경상북도 경산시 진량읍,2217,94.6,0.02
전라남도 순천시 도사동,2218,94.55,0.02
대전광역시 동구 성남동,2219,94.54,0.02
전라남도 여수시 광림동,2220,94.54,0.02
제주특별자치도 서귀포시 효돈동,2221,94.51,0.02
경기도 안양시 만안구 박달1동,2222,94.48,0.02
부산광역시 부산진구 개금1동,2223,94.46,0.02
광주광역시 서구 풍암동,2224,94.27,0.02
제주특별자치도 제주시 일도2동,2225,94.17,0.02
광주광역시 북구 두암1동,2226,94.13,0.02
경기도 안양시 동안구 관양동,2227,94.13,0.02
전라남도 구례군 용방면,2228,94.12,0.02
경상남도 밀양시 상남면,2229,94.11,0.02
경상북도 안동시 임하면,2230,94.05,0.02
전라남도 구례군 문척면,2231,94.04,0.02
경기도 광명시 광명6동,2232,94.02,0.02
경상남도 창원시 진해구 웅천동,2233,94.02,0.02
경상남도 김해시 내외동,2234,93.94,0.02
경기도 성남시 분당구 백현동,2235,93.93,0.02
서울특별시 중랑구 면목2동,2236,93.9,0.02
경기도 부천시 소사구 심곡본동,2237,93.9,0.02
전라남도 무안군 삼향읍,2238,93.87,0.02
광주광역시 남구 월산동,2239,93.82,0.02
서울특별시 도봉구 방학1동,2240,93.79,0.02
전라남도 보성군 문덕면,2241,93.79,0.02
대구광역시 수성구 범어4동,2242,93.75,0.02
충청남도 천안시 동남구 신방동,2243,93.74,0.02
경기도 고양시 일산서구 탄현1동,2244,93.73,0.02
서울특별시 강북구 송중동,2245,93.72,0.02
인천광역시 미추홀구 학익2동,2246,93.72,0.02
경상남도 창녕군 유어면,2247,93.71,0.02
서울특별시 강남구 도곡2동,2248,93.67,0.02
경기도 파주시 금촌2동,2249,93.64,0.02
서울특별시 마포구 신수동,2250,93.62,0.02
인천광역시 강화군 양사면,2251,93.6,0.02
서울특별시 강북구 송천동,2252,93.51,0.02
경기도 고양시 일산동구 중산1동,2253,93.51,0.02
경상북도 영양군 청기면,2254,93.51,0.02
경상북도 예천군 유천면,2255,93.43,0.02
경기도 성남시 중원구 하대원동,2256,93.42,0.02
경기도 고양시 덕양구 화정2동,2257,93.4,0.02
경상북도 의성군 점곡면,2258,93.4,0.02
경상남도 진주시 충무공동,2259,93.4,0.02
전북특별자치도 전주시 덕진구 호성동,2260,93.3,0.02
경상남도 거창군 웅양면,2261,93.26,0.02
경상남도 합천군 가회면,2262,93.26,0.02
경상북도 경주시 선도동,2263,93.25,0.02
경상북도 김천시 대곡동,2264,93.2,0.02
대구광역시 서구 평리6동,2265,93.18,0.02
경상남도 통영시 용남면,2266,93.18,0.02
광주광역시 광산구 우산동,2267,93.16,0.02
서울특별시 송파구 거여1동,2268,93.13,0.02
서울특별시 성북구 안암동,2269,93.05,0.02
전라남도 순천시 왕조2동,2270,93.05,0.02
충청남도 서산시 수석동,2271,93.04,0.02
경상북도 안동시 옥동,2272,93.03,0.02
경기도 군포시 송부동,2273,92.97,0.02
부산광역시 금정구 부곡3동,2274,92.94,0.02
경기도 부천시 원미구 심곡1동,2275,92.94,0.02
경상남도 창원시 마산회원구 양덕1동,2276,92.94,0.02
경기도 안양시 만안구 안양5동,2277,92.9,0.02
경기도 용인시 수지구 죽전1동,2278,92.88,0.02
강원특별자치도 춘천시 석사동,2279,92.88,0.02
대구광역시 북구 관음동,2280,92.87,0.02
서울특별시 관악구 신림동,2281,92.81,0.02
인천광역시 계양구 작전서운동,2282,92.79,0.02
광주광역시 광산구 본량동,2283,92.74,0.02
인천광역시 중구 도원동,2284,92.73,0.02
경상북도 김천시 대덕면,2285,92.71,0.02
울산광역시 북구 강동동,2286,92.7,0.02
광주광역시 북구 중흥동,2287,92.69,0.02
강원특별자치도 태백시 철암동,2288,92.66,0.02
경상남도 함양군 백전면,2289,92.64,0.02
강원특별자치도 철원군 김화읍,2290,92.63,0.02
대구광역시 수성구 고산2동,2291,92.59,0.02
대전광역시 서구 갈마1동,2292,92.46,0.02
경기도 여주시 중앙동,2293,92.45,0.02
대구광역시 달서구 성당동,2294,92.42,0.02
경상남도 창원시 의창구 동읍,2295,92.4,0.02
경기도 화성시 기배동,2296,92.36,0.02
서울특별시 광진구 자양1동,2297,92.31,0.02
강원특별자치도 동해시 삼화동,2298,92.31,0.02
인천광역시 부평구 삼산2동,2299,92.3,0.02
부산광역시 사상구 주례1동,2300,92.27,0.02
전북특별자치도 부안군 상서면,2301,92.24,0.02
강원특별자치도 원주시 봉산동,2302,92.2,0.02
경상북도 안동시 녹전면,2303,92.13,0.02
경상남도 양산시 소주동,2304,92.1,0.02
대전광역시 유성구 전민동,2305,92.07,0.02
부산광역시 남구 대연5동,2306,92.02,0.02
서울특별시 구로구 구로4동,2307,92.01,0.02
울산광역시 북구 농소1동,2308,92,0.02
충청북도 청주시 흥덕구 봉명1동,2309,91.99,0.02
경기도 화성시 진안동,2310,91.96,0.02
대구광역시 북구 동천동,2311,91.94,0.02
부산광역시 해운대구 반여1동,2312,91.91,0.02
경상남도 진주시 평거동,2313,91.86,0.02
경상남도 산청군 오부면,2314,91.85,0.02
경기도 광주시 능평동,2315,91.84,0.02
부산광역시 사하구 신평2동,2316,91.81,0.02
경기도 용인시 수지구 풍덕천1동,2317,91.74,0.02
경상남도 창원시 마산합포구 가포동,2318,91.74,0.02
경기도 용인시 수지구 죽전2동,2319,91.71,0.02
충청남도 당진시 당진2동,2320,91.65,0.02
경상북도 구미시 선주원남동,2321,91.65,0.02
경기도 남양주시 다산2동,2322,91.59,0.02
경기도 수원시 팔달구 우만1동,2323,91.57,0.02
충청남도 천안시 동남구 봉명동,2324,91.55,0.02
서울특별시 중랑구 면목본동,2325,91.54,0.02
전북특별자치도 익산시 신동,2326,91.53,0.02
