field1,field2,field3,field4,field5,field6,_GC_TYPE,_CLEANADDR,_PNU,_X,_Y,숙박업소(관광지수),인구[명],상권밀집도(비율),교통량(AADT),adm_cd2,recommend1,recommend2,recommend3
2024,2024-06-21,주유소,폐업,지에스칼텍스(주) 구의스타주유소,서울특별시 광진구 자양로103 (자양동),유,서울특별시 광진구 자양로 104 (구의동),1121510300102460017,127.0837746011328,37.53702644409852,1,22391.0,0.02,25582.0,1121582000.0,가설건축,업무시설,공동주택
2024,2024-06-21,주유소,휴업,문정주유소,충청남도 서산시 간대산길66 (음암면),정,충청남도 서산시 간대산길 66 (음암면),4421037021101150055,126.5244429664982,36.82058504431722,8,9474.0,0.02,13186.0,4421037000.0,가설건축,공동주택,자동차관련시설
2024,2024-06-10,주유소,휴업,부광주유소,경상남도 김해시 삼안로52번길28 (지내동),정,경상남도 김해시 삼안로52번길 28 (지내동),4825012100102730005,128.92077117128255,35.23390442032336,11,6920.0,0.04,98741.0,4825060000.0,가설건축,공동주택,업무시설
2024,2024-05-30,주유소,휴업,배봉로주유소,서울특별시 동대문구 서울시립대로108 (전농동),정,서울특별시 동대문구 서울시립대로 108 (전농동),1123010400105810024,127.05111102737544,37.58004233392155,15,32225.0,0.02,67898.0,1123056000.0,공동주택,판매시설,업무시설
2024,2024-05-09,주유소,휴업,지에스칼텍스(주) 의정부주유소,경기도 의정부시 평화로697 (가능동),정,경기도 의정부시 평화로 697 (가능동),4115011000100750001,127.04312100503176,37.75401139341477,1,24065.0,0.02,156140.0,4115059500.0,가설건축,업무시설,판매시설
2024,2024-06-14,주유소,휴업,금용주유소,경기도 광주시 이배재로373 (목현동),정,경기도 광주시 이배재로 373 (목현동),4161010600102690006,127.21840608400474,37.43489961199211,2,40204.0,0.02,21404.0,4161055000.0,가설건축,자동차관련시설,판매시설
2024,2024-06-07,주유소,휴업,해남주유소,전라남도 해남군 공룡대로2302 (마산면),정,전라남도 해남군 공룡대로 2302 (마산면),4682039031107240068,126.54704270603672,34.58574271810483,28,2283.0,0.03,7940.0,4682039000.0,가설건축,공장,근린생활시설
2024,2024-06-05,주유소,신규,동백자연 에너지,경기도 용인시 기흥구 석성로 531 (동백동),정,경기도 용인시 기흥구 석성로 531 (동백동),4146311500103700002,127.157311832424,37.2886232759429,2,31035.0,0.01,148328.0,4146357200.0,판매시설,가설건축,업무시설
2024,2024-06-05,주유소,휴업,구도일주유소 용호,부산광역시 남구 용호로172 (용호동),정,부산광역시 남구 용호로 172 (용호동),2629010700104870045,129.11086486539847,35.11712951082711,2,18711.0,0.01,48622.0,2629057000.0,업무시설,가설건축,자동차관련시설
2024,2024-06-26,주유소,휴업,한국복합물류(주) 장성영업소,전라남도 장성군 물류로335 (서삼면),정,전라남도 장성군 물류로 335 (서삼면),4688037027201000000,126.75542557900444,35.31997218460927,1,1341.0,0.02,4717.0,4688037000.0,기타,업무시설,공장
2024,2024-05-10,주유소,휴업,지에스칼텍스(주)월드컵주유소,강원특별자치도 강릉시 강릉대로308 (포남동),정,강원특별자치도 강릉시 강릉대로 308 (포남동),5115011100108560001,128.9020875003474,37.76380470021332,20,3236.0,0.11,8976.0,,숙박시설,공장,업무시설
2024,2024-06-03,주유소,휴업,만세주유소,경기도 안성시 만세로498 (대덕면),정,경기도 안성시 만세로 498 (대덕면),4155035025100300002,127.2033315664034,37.04998536599467,9,5721.0,0.05,8617.0,4155035000.0,가설건축,근린생활시설,공장
2024,2024-06-10,주유소,휴업,해광주유소,충청남도 천안시 동남구 삼성4길48 (목천읍),정,충청남도 천안시 동남구 삼성4길 48 (목천읍),4413125036102030014,127.17051240052724,36.76350840875227,3,58598.0,0.02,64160.0,4413125000.0,판매시설,가설건축,업무시설
2024,2024-06-05,주유소,폐업,완월주유소,경상남도 창원시 마산합포구 자산솔밭로30 (완월동),정,경상남도 창원시 마산합포구 자산솔밭로 30 (완월동),4812512800100940003,128.56005676010838,35.20037132183773,2,9166.0,0.01,27717.0,4812558000.0,업무시설,공동주택,가설건축
2024,2024-03-27,주유소,휴업,서울중앙고속주유소,서울특별시 광진구 동일로345 (중곡동),정,서울특별시 광진구 동일로 345 (중곡동),1121510100106100007,127.0747746804158,37.56188891123383,7,15301.0,0.03,25582.0,1121574000.0,가설건축,공동주택,판매시설
2024,2024-05-16,주유소,신규,순창농협 풍산지점 주유소,전북특별자치도 순창군 금풍로1028 (풍산면),정,전북특별자치도 순창군 금풍로 1028 (풍산면),5277033031102910000,127.1399329133907,35.33774805785312,9,1602.0,0.02,2749.0,5277033000.0,기타,가설건축,공장
2024,2024-06-04,주유소,휴업,㈜미니이주유소,경상남도 창원시 마산회원구 3·15대로524 (회원동),정,경상남도 창원시 마산회원구 3·15대로 524 (회원동),4812710800100430001,128.57414294906943,35.22112822697654,3,9550.0,0.03,58678.0,4812751000.0,공동주택,업무시설,가설건축
2024,2024-06-21,주유소,휴업,수협주유소 대관점,충청남도 보령시 중앙로233 (대천동),정,충청남도 보령시 중앙로 233 (대천동),4418010100106080001,126.58195739691116,36.3574904563968,14,6265.0,0.04,20048.0,4418052500.0,가설건축,공동주택,기타
2024,2024-07-02,주유소,폐업,중앙탑주유소,충청북도 충주시 첨단산업로970 (중앙탑면),정,충청북도 충주시 첨단산업로 970 (중앙탑면),4313038524107830001,127.86744381149788,37.04779473628187,2,14227.0,0.01,6070.0,4313038500.0,기타,업무시설,가설건축
2024,2024-06-13,주유소,휴업,수협주유소,전라북도 고창군 고창읍 녹두로 1272,정,전북특별자치도 고창군 녹두로 1272 (고창읍),5279025030108800001,126.6855072843529,35.43331105065907,41,20499.0,0.03,10585.0,5279025000.0,가설건축,공장,공동주택
2024,2024-06-21,주유소,휴업,금강산 주유소,경상남도 창원시 마산회원구 금강로204 (구암동),정,경상남도 창원시 마산회원구 금강로 204 (구암동),4812710100100150009,128.58914617574163,35.24797151743825,23,8355.0,0.01,58678.0,4812760000.0,가설건축,공동주택,자동차관련시설
2024,2024-03-29,주유소,휴업,인월주유소,전라북도 남원시 인월로85 (인월면),정,전북특별자치도 남원시 인월로 85 (인월면),5219047022102210001,127.60436672260278,35.4617928367843,6,2630.0,0.05,4117.0,5219047000.0,공동주택,공장,기타
2024,2024-06-05,주유소,휴업,(주)나부코 푸르지오주유소,경상남도 김해시 김해대로1711 (삼계동),정,경상남도 김해시 김해대로 1711 (삼계동),4825010700111760000,128.85636551415632,35.27033576437066,9,82345.0,0.01,41495.0,4825055000.0,가설건축,자동차관련시설,판매시설
2024,2024-06-03,주유소,휴업,싼10주유소,전북특별자치도 익산시 서동로197 (금강동),정,전북특별자치도 익산시 서동로 197 (금강동),5214012500109500007,126.9719454410406,35.93848752486745,3,21064.0,0.02,9821.0,5214057000.0,가설건축,판매시설,자동차관련시설
2024,2024-07-02,주유소,폐업,현대주유소,충청북도 청주시 상당구 구방5길2 (미원면),정,충청북도 청주시 상당구 구방5길 2 (미원면),4311132025100750001,127.71155270040514,36.67382422773233,11,5160.0,0.02,2748.0,4311132000.0,기타,근린생활시설,가설건축
2024,2024-06-17,주유소,휴업,지에스칼텍스(주)학여울주유소,서울특별시 강남구 남부순환로3170 (대치동),유,서울특별시 강남구 남부순환로 3165 (대치동),1168010600100270001,127.07598448282216,37.49882680861416,21,15994.0,0.01,239718.0,1168067500.0,가설건축,업무시설,기타
2024,2024-06-07,주유소,휴업,대호만주유소,충청남도 당진시 통정3길38 (석문면),정,충청남도 당진시 통정3길 38 (석문면),4427032021103490002,126.59177395959834,36.97874616307119,19,8688.0,0.03,18186.0,4427032000.0,공동주택,자동차관련시설,판매시설
2024,2024-07-01,주유소,휴업,(주)오일석유 제일주유소,부산광역시 중구 중구로194 (영주동),정,부산광역시 중구 중구로 194 (영주동),2611010100105560004,129.03498774466945,35.11164480409462,11,4778.0,0.03,134118.0,2611059000.0,숙박시설,공장,기타
2024,2024-07-05,주유소,휴업,거북이주유소,부산광역시 금정구 중앙대로1672 (부곡동),정,부산광역시 금정구 중앙대로 1672 (부곡동),2641010900102390003,129.09208770157858,35.234084486502695,1,16699.0,0.02,70579.0,2641058000.0,판매시설,공동주택,기타
2024,2024-04-02,주유소,휴업,대성산업(주) 구의주유소,서울특별시 광진구 광나루로570 (구의동),유,서울특별시 광진구 광나루로 571 (구의동),1121510300101640002,127.0931330854127,37.54588257765174,4,25408.0,0.01,25582.0,1121586000.0,가설건축,자동차관련시설,공동주택
2024,2024-06-19,주유소,폐업,대광주유소,경상남도 김해시 인제로760 (생림면),정,경상남도 김해시 인제로 760 (생림면),4825035021103760002,128.88388460835253,35.29206249401235,7,82345.0,0.01,18820.0,4825035000.0,가설건축,자동차관련시설,판매시설
2024,2024-06-03,주유소,폐업,동양주유소,충청북도 충주시 중원대로3417 (문화동),정,충청북도 충주시 중원대로 3417 (문화동),4313012700110330000,127.9228817751418,36.972182297825725,40,9255.0,0.03,2838.0,4313057100.0,공동주택,판매시설,숙박시설
2024,2024-06-04,주유소,신규,계룡대셀프주유소,충청남도 계룡시 계룡대로663 (신도안면),유,충청남도 계룡시 계룡대로 734 (신도안면),4425033022100160000,127.23711026520915,36.306778313696974,1,7283.0,0.0,32024.0,4425033000.0,가설건축,업무시설,공동주택
2024,2024-06-10,주유소,휴업,우리주유소,경상남도 김해시 분성로664 (안동),정,경상남도 김해시 분성로 664 (안동),4825012000107470004,128.9184605984751,35.235625145280345,11,34297.0,0.02,98741.0,4825060000.0,판매시설,공동주택,가설건축
2024,2024-04-09,주유소,폐업,거송주유소,경상북도 청송군 청송로2867 (현동면),정,경상북도 청송군 청송로 2867 (현동면),4775033028104980006,129.04064371434296,36.29034368781295,2,1959.0,0.02,2879.0,4775033000.0,기타,공장,업무시설
2024,2024-07-09,주유소,휴업,보령물산(주) 고창고인돌 (서울)주유소,전북특별자치도 고창군 서해안고속도로80-1 (신림면),정,전북특별자치도 고창군 서해안고속도로 80-1 (신림면),5279042032105980005,126.67367862639252,35.463896895956445,41,20499.0,0.03,31440.0,5279042000.0,가설건축,기타,공장
2024,2024-05-21,주유소,신규,유한회사승하 향남셀프주유소,경기도 화성시 향남읍 하길리 1504번지,정,경기도 화성시 향남읍 하길리 1504,4159025926115040000,126.91534783132842,37.108819690040974,26,98676.0,0.02,26195.0,4159025900.0,가설건축,자동차관련시설,공장
2024,2024-06-07,주유소,휴업,착한주유소,경기도 동두천시 평화로2817 (동두천동),정,경기도 동두천시 평화로 2817 (동두천동),4125010700103850003,127.05577691779358,37.93948021904956,7,9606.0,0.02,12031.0,4125058000.0,가설건축,기타,판매시설
2024,2024-07-09,주유소,휴업,영진주유소,서울특별시 구로구 구로동로20 (가리봉동),정,서울특별시 구로구 구로동로 20 (가리봉동),1153010300100900002,126.88690436894014,37.48365566067911,33,15541.0,0.01,113301.0,1153059500.0,판매시설,업무시설,공동주택
2024,2024-07-03,주유소,휴업,광신석유(주) 호원주유소,경상남도 창원시 마산회원구 호원로415 (내서읍),정,경상남도 창원시 마산회원구 호원로 415 (내서읍),4812725022104880001,128.53018069059945,35.267977548850574,9,61497.0,0.02,14564.0,4812725000.0,가설건축,자동차관련시설,판매시설
2024,2024-07-03,주유소,휴업,광신석유(주) 호원주유소,경상남도 창원시 마산회원구 호원로415 (내서읍),정,경상남도 창원시 마산회원구 호원로 415 (내서읍),4812725022104880001,128.53018069059945,35.267977548850574,9,61497.0,0.02,14564.0,4873025300.0,가설건축,자동차관련시설,판매시설
2024,2024-04-18,주유소,폐업,청하주유소,충청북도 음성군 음성로791 (음성읍),정,충청북도 음성군 음성로 791 (음성읍),4377025026109800004,127.62669051633542,36.96975825015488,21,22411.0,0.03,37970.0,4377025000.0,가설건축,공장,자동차관련시설
2024,2024-07-12,주유소,휴업,당암주유소,충청남도 태안군 천수만로181 (남면),정,충청남도 태안군 천수만로 181 (남면),4482532027100890017,126.32811302105512,36.62283131583977,100,5042.0,0.04,10133.0,4482532000.0,기타,가설건축,공장
2024,2024-07-03,주유소,휴업,(주)올림픽주유소,강원도 횡성군 경강로4817 (둔내면),정,강원특별자치도 횡성군 경강로 4817 (둔내면),5173033028105870005,128.21723133794256,37.52594708263797,35,6063.0,0.03,4009.0,5173033000.0,가설건축,기타,근린생활시설
2024,2024-06-10,주유소,휴업,송광주유소,전북특별자치도 완주군 소양로395 (소양면),정,전북특별자치도 완주군 소양로 395 (소양면),5271034026104370001,127.24793812126003,35.863850020965366,2,5683.0,0.03,3426.0,5271034000.0,가설건축,기타,공장
2024,2024-07-01,주유소,휴업,지에스칼텍스(주) 장항IC주유소,경기도 고양시 일산동구 백마로54 (장항동),정,경기도 고양시 일산동구 백마로 54 (장항동),4128510400105410001,126.76180488515936,37.64390794288963,1,10754.0,0.05,182903.0,4128558000.0,가설건축,판매시설,업무시설
2024,2024-05-23,주유소,신규,대길주유소,경상남도 함안군 운무로107 (칠원읍),정,경상남도 함안군 운무로 107 (칠원읍),4873025329110620050,128.5272411809238,35.31475602748351,6,18734.0,0.03,13018.0,4873025300.0,가설건축,공장,판매시설
2024,2024-06-04,주유소,휴업,주식회사 풍암주유소,광주광역시 남구 회재로1208 (주월동),정,광주광역시 남구 회재로 1208 (주월동),2915510600100250021,126.8935612358923,35.13281327049088,2,21296.0,0.02,134317.0,2915569000.0,업무시설,판매시설,가설건축
2024,2024-07-12,주유소,휴업,대림석유(주) 솔밭주유소,전북특별자치도 남원시 덕오로386 (덕과면),정,전북특별자치도 남원시 덕오로 386 (덕과면),5219039024110020005,127.34601025876422,35.51891461937718,4,862.0,0.04,11714.0,5275035500.0,가설건축,기타,업무시설
2024,2024-07-09,주유소,휴업,금창주유소,경상남도 사천시 서삼로1416 (축동면),정,경상남도 사천시 서삼로 1416 (축동면),4824034024107870001,128.0618487175794,35.09894227341383,8,1768.0,0.06,6188.0,4824034000.0,공장,가설건축,근린생활시설
2024,2024-07-08,주유소,휴업,전북오일,전북특별자치도 군산시 외항로399 (산북동),정,전북특별자치도 군산시 외항로 399 (산북동),5213015100122000000,126.62569668798255,35.966139233098176,1,10806.0,0.04,10928.0,5213072000.0,가설건축,업무시설,공동주택
2024,2024-07-16,주유소,신규,(주)대윤에너지 산본주유소,경상남도 김해시 고모로109 (진례면),정,경상남도 김해시 고모로 109 (진례면),4825033026100090002,128.7678092684733,35.23755235933234,3,8067.0,0.08,99965.0,4825033000.0,가설건축,업무시설,판매시설
2024,2024-04-23,주유소,폐업,오정대로주유소,경기도 부천시 봉오대로341 (원종동),유,경기도 부천시 오정구 봉오대로 375 (원종동),4119610400100560001,126.8017638174536,37.53344096116009,18,21716.0,0.02,190133.0,4119652000.0,가설건축,판매시설,업무시설
2024,2024-07-03,주유소,휴업,삼미상사(주)초원셀프주유소,경기도 김포시 대곶북로424 (대곶면),정,경기도 김포시 대곶북로 424 (대곶면),4157034030100020030,126.5703496992066,37.680528033671806,15,39166.0,0.03,34685.0,4157034000.0,가설건축,자동차관련시설,판매시설
2024,2024-07-09,주유소,휴업,반월성주유소,경기도 이천시 진상미로162 (설성면),정,경기도 이천시 진상미로 162 (설성면),4150037024106340014,127.54944749187216,37.10500776626166,11,3077.0,0.03,13358.0,4150037000.0,가설건축,기타,근린생활시설
2024,2024-04-26,주유소,폐업,용대주유소,강원특별자치도 인제군 미시령로1308 (북면),정,강원특별자치도 인제군 미시령로 1308 (북면),5181032024103660004,128.35505750213983,38.20809624031423,6,2587.0,0.02,8934.0,5181032000.0,가설건축,기타,근린생활시설
2024,2024-07-12,주유소,폐업,삼성주유소,전북특별자치도 전주시 완산구 견훤왕궁로74 (중노송동),정,전북특별자치도 전주시 완산구 견훤왕궁로 74 (중노송동),5211112000103540182,127.154209619657,35.82713248471474,17,10805.0,0.04,27659.0,5211160500.0,가설건축,공동주택,판매시설
2024,2024-07-07,주유소,휴업,주식회사 계동,충청남도 서천군 장서로686 (마서면),정,충청남도 서천군 장서로 686 (마서면),4477031021100220003,126.7077205122368,36.06180883237148,6,4551.0,0.03,23658.0,4477031000.0,가설건축,기타,근린생활시설
2024,2024-07-17,주유소,폐업,은혜주유소,전라남도 무안군 무안로332 (무안읍),정,전라남도 무안군 무안로 332 (무안읍),4684025023105130002,126.4662591661047,34.976810904065026,10,12109.0,0.03,19175.0,4684025000.0,가설건축,판매시설,업무시설
2024,2024-07-03,주유소,휴업,(유)통영비엔에프 사량도주유소,경상남도 통영시 남해안대로1749 (도산면),정,경상남도 통영시 남해안대로 1749 (도산면),4822033023112870009,128.35677666569543,34.9079940775643,36,3139.0,0.03,1994.0,4822033000.0,근린생활시설,기타,가설건축
2024,2024-07-11,주유소,폐업,전촌주유소,경상남도 창원시 의창구 동읍로1264 (동읍),정,경상남도 창원시 의창구 동읍로 1264 (동읍),4812125040104850005,128.65220450427097,35.36053288810387,2,42454.0,0.02,11964.0,4812125000.0,가설건축,자동차관련시설,판매시설
2024,2024-07-16,주유소,휴업,주식회사 나이스개발,강원특별자치도 동해시 동해대로4912 (나안동),정,강원특별자치도 동해시 동해대로 4912 (나안동),5117010800101350003,129.1122600151178,37.48495519386056,5,19099.0,0.02,2928.0,5117053000.0,가설건축,판매시설,자동차관련시설
2024,2024-07-12,주유소,폐업,대경주유소,부산광역시 사하구 감천항로64 (구평동),정,부산광역시 사하구 감천항로 64 (구평동),2638010700100380050,128.9951252093355,35.084123495199485,8,12579.0,0.03,134118.0,2638061000.0,가설건축,업무시설,판매시설
2024,2024-04-30,주유소,폐업,SK송탄self주유소,경기도 평택시 송탄로212 (서정동),유,경기도 평택시 송탄로 211 (서정동),4122010100108890007,127.0579554091629,37.06257532265638,15,24057.0,0.02,46963.0,4122052000.0,가설건축,판매시설,공동주택
2024,2024-07-02,주유소,신규,회천농협주유소,전라남도 보성군 남부관광로2383,정,전라남도 보성군 남부관광로 2383 (회천면),4678039021105040009,127.08646930318706,34.67586729253487,4,2766.0,0.02,2566.0,4678039000.0,공장,가설건축,기타
2024,2024-05-01,주유소,휴업,불국에너지(주) 선덕지점,경상북도 경주시 산업로3667 (배반동),정,경상북도 경주시 산업로 3667 (배반동),4713012100103360001,129.25008635543082,35.81549646332793,155,5266.0,0.02,10282.0,4713060500.0,가설건축,기타,업무시설
2024,2024-07-24,주유소,휴업,해변주유소,전북특별자치도 부안군 변산로1242 (하서면),정,전북특별자치도 부안군 변산로 1242 (하서면),5280040024106690001,126.59692170928092,35.709391548423554,82,2266.0,0.02,7387.0,5280040000.0,공장,기타,가설건축
2024,2024-07-24,주유소,휴업,(주)천안환경 동면주유소,충청남도 천안시 동남구 충절로2046 (동면),정,충청남도 천안시 동남구 충절로 2046 (동면),4413137023104950005,127.33059959852298,36.768503764515714,25,2267.0,0.04,18358.0,4413137000.0,가설건축,기타,근린생활시설
2024,2024-07-15,주유소,휴업,대길주유소,전라북도 정읍시 벚꽃로110 (농소동),정,전북특별자치도 정읍시 벚꽃로 110 (농소동),5218010600102270052,126.83772239133192,35.57836018054753,1,3714.0,0.05,42642.0,5218058000.0,가설건축,기타,공동주택
2024,2024-05-07,주유소,휴업,지에스칼텍스(주)청초주유소,강원특별자치도 속초시 온천로303 (교동),정,강원특별자치도 속초시 온천로 303 (교동),5121010600109870006,128.57562348491038,38.19333414918387,34,8932.0,0.03,20217.0,,가설건축,자동차관련시설,공장
2024,2024-07-17,주유소,휴업,삼도봉주유소,경상북도 김천시 남김천대로121 (대덕면),정,경상북도 김천시 남김천대로 121 (대덕면),4715044031103550000,127.94125272350088,35.87451480416808,3,2017.0,0.02,887.0,4715044000.0,공장,가설건축,기타
2024,2024-07-30,주유소,신규,(주)선도테크,경기도 화성시 양감면 사창리 310-1,정,경기도 화성시 양감면 사창리 310-1,4159040022103100001,126.97615864469576,37.09142036724469,2,6696.0,0.08,93607.0,4159040000.0,가설건축,업무시설,자동차관련시설
2024,2024-07-15,주유소,휴업,광신석유(주) 구평주유소,부산광역시 사하구 서포로61 (구평동),정,부산광역시 사하구 서포로 61 (구평동),2638010700101730002,128.98942235538206,35.08181003127735,8,12579.0,0.03,134118.0,2638061000.0,가설건축,업무시설,기타
2024,2024-07-30,주유소,신규,세일주유소,강원특별자치도 강릉시 연곡면 동덕리 405-1,정,강원특별자치도 강릉시 연곡면 동덕리 405-1,5115037023104050001,128.8418598927347,37.85543758124405,18,6039.0,0.03,29479.0,5115037000.0,가설건축,공장,자동차관련시설
2024,2024-07-23,주유소,휴업,나드리주유소,전북특별자치도 정읍시 석지로678 (신태인읍),정,전북특별자치도 정읍시 석지로 678 (신태인읍),5218025022100730001,126.8768151506786,35.696805919809144,2,4833.0,0.05,3685.0,5218025000.0,기타,가설건축,공장
2024,2024-07-12,주유소,폐업,HD현대오일뱅크(주)직영 구성신도시주유소,경기도 용인시 기흥구 용구대로2381 (마북동),정,경기도 용인시 기흥구 용구대로 2381 (마북동),4146311300105070000,127.10754899650856,37.298660502962285,3,30143.0,0.01,48710.0,4146357000.0,가설건축,판매시설,자동차관련시설
2024,2024-07-15,주유소,휴업,백담주유소,강원특별자치도 인제군 미시령로1113-3 (북면),정,강원특별자치도 인제군 미시령로 1113-3 (북면),5181032024117330002,128.33932771696476,38.19707855518519,6,2587.0,0.02,8934.0,5181032000.0,가설건축,근린생활시설,기타
2024,2024-07-17,주유소,폐업,통일주유소,경기도 남양주시 경춘로2681 (화도읍),정,경기도 남양주시 경춘로 2681 (화도읍),4136025624101860002,127.37406132078064,37.671996871542966,15,9660.0,0.04,33725.0,4136025600.0,가설건축,기타,공동주택
2024,2024-05-09,주유소,휴업,지에스칼텍스(주)동아주유소,부산광역시 사하구 낙동대로112 (괴정동),정,부산광역시 사하구 낙동대로 112 (괴정동),2638010100103430001,129.00335199091833,35.10396334259324,9,14744.0,0.01,134118.0,2638052000.0,업무시설,판매시설,공동주택
2024,2024-06-26,주유소,휴업,광신석유(주) 양덕주유소,경상남도 창원시 마산회원구 삼호로119 (양덕동),정,경상남도 창원시 마산회원구 삼호로 119 (양덕동),4812710500105260008,128.5790302873409,35.22501847687462,9,29671.0,0.01,58678.0,4812757000.0,가설건축,판매시설,업무시설
2024,2024-08-02,주유소,휴업,십정주유소,인천광역시 부평구 백범로502 (십정동),정,인천광역시 부평구 백범로 502 (십정동),2823710200103160049,126.69624820381136,37.47033579473983,1,24716.0,0.01,145280.0,2823769000.0,공동주택,판매시설,자동차관련시설
2024,2024-08-02,주유소,신규,새힘주유소,경기도 평택시 청북읍 서해로 1453,정,경기도 평택시 서해로 1453 (청북읍),4122025925103880005,126.94277885752209,37.02188933208566,4,28391.0,0.02,23102.0,4122025900.0,가설건축,자동차관련시설,판매시설
2024,2024-07-15,주유소,폐업,씨알에스엘,경기도 평택시 울성길21 (신대동),정,경기도 평택시 울성길 21 (신대동),4122012200101420006,127.07232702020454,37.003131642993154,5,37556.0,0.01,37035.0,4122060000.0,가설건축,공동주택,판매시설
2024,2024-07-23,주유소,휴업,태경산업(주) 군산(무안)주유소,전북특별자치도 군산시 서해안고속도로141 (성산면),정,전북특별자치도 군산시 서해안고속도로 141 (성산면),5213037028100010000,126.82895065248158,35.980652077041114,9,3701.0,0.03,28834.0,5213037000.0,가설건축,근린생활시설,기타
2024,2024-06-21,주유소,휴업,중앙주유소,전북특별자치도 남원시 보산로528 (보절면),정,전북특별자치도 남원시 보산로 528 (보절면),5219040022107200000,127.40247222884,35.479759200106244,9,1281.0,0.05,10028.0,5219040000.0,가설건축,기타,공장
2024,2024-07-15,주유소,휴업,평화주유소,전라남도 여수시 돌산읍 돌산로2117,정,전라남도 여수시 돌산로 2117 (돌산읍),4613025025107230000,127.78198811769906,34.64286030175604,26,12832.0,0.03,14076.0,4613025000.0,공동주택,가설건축,판매시설
2024,2024-08-08,주유소,휴업,문막농협주유소,강원특별자치도 원주시 문막시장1길19 (문막읍),정,강원특별자치도 원주시 문막시장1길 19 (문막읍),5113025021102580000,127.81722176624706,37.30746271305589,14,19393.0,0.02,32881.0,5113025000.0,가설건축,판매시설,공동주택
2024,2024-07-22,주유소,휴업,대일주유소,경기도 양평군 용문로309 (용문면),정,경기도 양평군 용문로 309 (용문면),4183040024107870003,127.5894670362058,37.48157896019319,41,17851.0,0.02,12458.0,4183040000.0,공동주택,가설건축,판매시설
2024,2024-08-07,주유소,휴업,목련주유소,충청북도 청주시 서원구 무심서로451 (사직동),정,충청북도 청주시 서원구 무심서로 451 (사직동),4311210100107100016,127.48048309789355,36.6315956479931,2,18729.0,0.01,22985.0,4311252000.0,공동주택,판매시설,가설건축
2024,2024-08-02,주유소,휴업,(주)대청산업개발 현풍(대구)주유소,대구광역시 달성군 중부내륙지선고속도로4 (현풍읍),정,대구광역시 달성군 중부내륙지선고속도로 4 (현풍읍),2771026525202640000,128.43800330815154,35.702516292070584,10,24030.0,0.02,38839.0,2771026500.0,가설건축,판매시설,자동차관련시설
2024,2024-07-22,주유소,폐업,약목공단주유소,경상북도 칠곡군 칠곡대로504 (약목면),정,경상북도 칠곡군 칠곡대로 504 (약목면),4785036028106390001,128.35181050743398,36.04262745401279,7,9053.0,0.03,23018.0,4785036000.0,가설건축,자동차관련시설,판매시설
2024,2024-06-18,주유소,휴업,다솜주유소,충청북도 제천시 제천북로907 (고암동),정,충청북도 제천시 제천북로 907 (고암동),4315011500107460001,128.23265314587616,37.165549193062006,1,9933.0,0.03,4057.0,4315051800.0,기타,판매시설,가설건축
2024,2024-07-16,주유소,휴업,(주)진천아이씨주유소,충청북도 진천군 덕금로106-29 (진천읍),정,충청북도 진천군 덕금로 106-29 (진천읍),4375025037101490008,127.4626996550804,36.86969007840341,25,32486.0,0.02,28147.0,4375025000.0,가설건축,자동차관련시설,공장
2024,2024-05-17,주유소,폐업,대성석유(주) 동호주유소,서울특별시 강남구 봉은사로113길51 (삼성동),유,서울특별시 강남구 봉은사로113길 39 (삼성동),1168010500100990001,127.06513188495508,37.51783084167137,9,11344.0,0.13,25582.0,1168058000.0,가설건축,공동주택,기타
2024,2024-08-13,주유소,휴업,송도하이웨이주유소,인천광역시 연수구 비류대로199 (옥련동),정,인천광역시 연수구 비류대로 199 (옥련동),2818510100103040007,126.65673403513703,37.42822901228246,49,19076.0,0.03,110764.0,2818564000.0,판매시설,자동차관련시설,공동주택
2024,2024-07-29,주유소,휴업,풍년주유소,제주특별자치도 서귀포시 표선동서로111 (표선면),정,제주특별자치도 서귀포시 표선동서로 111 (표선면),5013032021114020001,126.82686649907488,33.314776673651295,37,12172.0,0.03,7974.0,5013032000.0,가설건축,근린생활시설,기타
2024,2024-07-16,주유소,폐업,DS 에너지 덕계 대성주유소,경상남도 양산시 웅상대로862 (덕계동),정,경상남도 양산시 웅상대로 862 (덕계동),4833012000103220002,129.15577265293365,35.37630249626424,1,17997.0,0.02,27682.0,4833057000.0,가설건축,자동차관련시설,공동주택
2024,2024-07-25,주유소,휴업,S-OIL 아침햇살주유소,전북특별자치도 익산시 중앙로114 (마동),정,전북특별자치도 익산시 중앙로 114 (마동),5214011200103010005,126.95900478526904,35.93685027279202,3,9654.0,0.02,9821.0,5214058000.0,공동주택,공장,판매시설
2024,2024-08-13,주유소,휴업,대보2주유소,경상북도 칠곡군 경북대로784 (동명면),정,경상북도 칠곡군 경북대로 784 (동명면),4785032033105210000,128.54476758357566,36.02974863698448,38,5278.0,0.06,57758.0,4785032000.0,기타,가설건축,업무시설
2024,2024-06-12,주유소,휴업,배산주유소,전북특별자치도 익산시 무왕로749-14 (현영동),유,전북특별자치도 익산시 무왕로 749-38 (현영동),5214011900101580000,126.94058572034484,35.96367915681722,8,37087.0,0.01,7115.0,5214065600.0,가설건축,자동차관련시설,기타
