연도,도로종류,지점번호,호선,구간,차로,도/시,시/군,읍/면,동/리,구분, AADT ,XCODE,YCODE
2024,3,0901-03 ,901,내서면-외서면,2,경북,상주,내서,신촌,수시, 708 ,36.41989,128.06097
2024,2,4001-007,40,서부면-주포면,2,충남,보령,주포,마강,상시," 4,171 ",36.41994,126.58008
2024,1,03012,30,안동JCT-북의성IC,4,경북,의성,단촌,세촌,수시," 11,462 ",36.42001,128.66586
2024,3,0691-02 ,691,계룡면-반포면,2,충남,공주,반포,마암,수시," 2,735 ",36.42456,127.19811
2024,2,2920-000,29,규암면-청양읍,2,충남,청양,청양,적누,수시," 6,195 ",36.42499,126.79515
2024,2,2804-001,28,덕미리-봉양면,4,경북,의성,다인,신락,수시," 3,662 ",36.4261,128.38311
2024,5,69-07   ,69,달산면-신양리,2,경북,영덕,지품,신양,수시," 3,182 ",36.42665,129.30315
2024,3,0610-04 ,610,청소면-화성면,2,충남,보령,청라,신산,수시, 735 ,36.42703,126.68433
2024,1,03006,30,화서IC-남상주IC,4,경북,상주,화서,신봉,수시," 41,431 ",36.42858,128.03038
2024,3,0916-03 ,916,복룡동-풍양면,2,경북,상주, ,계산,수시," 6,588 ",36.42957,128.17307
2024,3,0619-01 ,619,화성면-옥계리,2,충남,청양,화성,구재,수시," 2,465 ",36.43026,126.71688
2024,3,0505-05 ,505,청산면-마로면,2,충북,보은,마로,관기,수시," 1,987 ",36.43143,127.81663
2024,2,2103-002,21,보령시-홍성읍,4,충남,보령,청소,야현,수시," 10,434 ",36.4325,126.5875
2024,2,3423-000,34,월전리-영덕읍,2,경북,영덕,영덕,구미,상시," 3,566 ",36.43305,129.35667
2024,3,0571-03 ,571,회남면-회북면,2,충북,보은,회남,사음,수시, 801 ,36.43315,127.54889
2024,3,0914-06 ,914,파천면-청송읍,2,경북,청송,청송,덕,수시," 2,986 ",36.4344,129.04674
2024,3,0502-03 ,502,삼승면-탄부면,2,충북,보은,탄부,구암,수시," 14,596 ",36.43449,127.80711
2024,2,0713-002,7,영덕읍-평해읍,4,경북,영덕,영덕,화수,수시," 20,679 ",36.43498,129.38525
2024,2,3902-002,39,정산면-신풍면,3,충남,청양,정산,해남,상시," 2,643 ",36.43536,126.9549
2024,5,49-17   ,49,모서면-화서면,2,경북,상주,화서,달천,수시," 2,549 ",36.43591,127.94085
2024,2,3604-002,36,보령시-청양읍,2,충남,청양,화성,매산,수시," 7,902 ",36.43748,126.72965
2024,2,2514-001,25,상주시-대야리,2,경북,상주,내서,서원,수시," 2,140 ",36.43802,128.00374
2024,2,2516-000,25,상주시-대야리,2,충북,보은,마로,임곡,수시," 1,646 ",36.43832,127.84361
2024,1,03016,30,동청송·영양IC-영덕IC,4,경북,영덕,지품,송천,상시," 9,128 ",36.43858,129.23779
2024,3,0645-03 ,645,장평면-대치면,2,충남,청양,대치,탄정,수시, 810 ,36.43887,126.83176
2024,1,03014,30,동안동IC-청송IC,4,경북,안동,길안,배방,상시," 14,555 ",36.43909,128.93845
2024,2,1917-002,19,영동IC-보은읍,4,충북,보은,삼승,송죽,수시," 7,327 ",36.43953,127.7357
2024,2,3209-001,32,공주시-반포면,4,충남,세종,장군,금암,상시," 18,144 ",36.43986,127.2048
2024,5,96-13   ,96,장군면-가람동,4,충남,세종,장군,금암,수시," 12,495 ",36.44024,127.22365
2024,5,96-02   ,96,신풍면-우성면,2,충남,공주,우성,용봉,수시, 908 ,36.44074,127.01622
2024,2,3422-001,34,월전리-영덕읍,2,경북,영덕,지품,눌곡,수시," 1,626 ",36.44088,129.29693
2024,2,0126-000,1,금남면-세종시,8,충남,세종,금남,감성,수시," 64,466 ",36.44198,127.28593
2024,3,0509-01 ,509,회남면-문의면,2,충북,보은,회남,남대문,수시," 36,971 ",36.44369,127.57217
2024,2,3605-000,36,청양읍-우성면,4,충남,공주,우성,용봉,수시," 13,625 ",36.44376,127.02429
2024,3,0610-01 ,610,청소면-화성면,2,충남,보령,청소,진죽,수시," 1,596 ",36.44398,126.59273
2024,2,2515-000,25,상주시-대야리,2,경북,상주,화서,신봉,수시," 3,003 ",36.44419,127.95344
2024,2,2516-003,25,상주시-대야리,2,충북,보은,탄부,상장,상시," 3,607 ",36.44592,127.80502
2024,2,3710-000,37,옥천읍-후평리,4,충북,보은,삼승,둔덕,수시," 3,908 ",36.44618,127.71988
2024,3,0502-06 ,502,조곡리-광포리,2,충북,보은,회남,조곡,수시, 439 ,36.44762,127.58402
2024,3,0923-02 ,923,안계면-다인면,2,경북,의성,다인,서릉,수시, 638 ,36.44781,128.35467
2024,2,5910-001,59,낙동면-서릉리,2,경북,의성,다인,서릉,수시," 1,931 ",36.44858,128.34114
2024,2,3422-002,34,월전리-영덕읍,2,경북,영덕,지품,신안,수시," 1,273 ",36.44946,129.27761
2024,3,0923-08 ,923,다인면-지보면,2,경북,의성,다인,서릉,수시, 761 ,36.44959,128.35662
2024,5,49-18   ,49,화서면-화북면,2,경북,상주,화서,하송,수시," 1,514 ",36.45015,127.96787
2024,2,1917-003,19,영동IC-보은읍,4,충북,보은,보은,금굴,상시," 9,459 ",36.45034,127.73347
2024,5,69-15   ,69,지품면-창수면,2,경북,영덕,지품,신안,수시," 1,212 ",36.45179,129.28212
2024,1,05511-1,55,안동JCT-남안동IC,4,경북,안동,일직,용각,수시," 32,940 ",36.45277,128.61894
2024,1,03004,30,보은IC-속리산IC,4,충북,보은,보은,지산,수시," 44,638 ",36.45447,127.75952
2024,1,03005,30,속리산IC-화서IC,4,충북,보은,탄부,상장,수시," 42,858 ",36.45499,127.84739
2024,3,0914-04 ,914,옥산면-길안면,2,경북,안동,길안,천지,수시, 990 ,36.45727,128.88101
2024,3,0914-05 ,914,길안면-파천면,2,경북,안동,길안,천지,수시, 992 ,36.45974,128.90966
2024,2,0513-006,5,용연리-안동시,4,경북,안동,일직,망호,수시," 6,755 ",36.46173,128.66358
2024,1,02529,25.2,남공주IC-공주JCT,4,충남,공주, ,태봉,수시," 47,701 ",36.46251,127.09141
2024,2,2805-002,28,덕미리-봉양면,2,경북,의성,다인,도암,수시," 3,983 ",36.46273,128.3403
2024,2,3604-003,36,청양읍-우성면,4,충남,청양,대치,시전,상시," 10,682 ",36.46306,126.84593
2024,1,00127,1,신탄진IC-남청주IC,8,대전, ,대덕,목상,수시," 130,067 ",36.46559,127.41821
2024,5,79-08   ,79,입암리-일직면,2,경북,안동,일직,망호,수시," 1,395 ",36.46594,128.68603
2024,5,70-19   ,70,청양읍-운곡면,2,충남,청양,청양,백천,수시," 4,748 ",36.46643,126.81896
2024,1,15106,151,서공주IC-서공주JCT,4,충남,공주,우성,대성,수시," 28,942 ",36.46721,127.06515
2024,3,0505-07 ,505,외속리면-내속리면,2,충북,보은,장안,장안,수시," 1,877 ",36.46809,127.78819
2024,1,04508-1,45,상주IC-북상주IC,4,경북,상주, ,헌신,수시," 56,758 ",36.47084,128.2014
2024,2,1719-001,17,대전시-청주시,4,충북,청주,현도,매봉,수시," 19,795 ",36.47148,127.42493
2024,2,2516-002,25,상주시-대야리,2,충북,보은,장안,장안,수시," 4,787 ",36.47202,127.77879
2024,3,0575-06 ,575,도율리-수한면,2,충북,보은,수한,오정,수시, 746 ,36.47217,127.66276
2024,2,3208-001,32,우성면-공주시,6,충남,공주,우성,단지,수시," 24,216 ",36.47282,127.06128
2024,3,0927-10 ,927,신평면-풍천면,2,경북,의성,신평,교안,수시, 593 ,36.47466,128.49896
2024,1,03003,30,회인IC-보은IC,4,충북,보은,회인,부수,수시," 48,540 ",36.47478,127.63266
2024,2,2921-003,29,청양읍-홍성읍,4,충남,청양,청양,학당,상시," 8,285 ",36.47481,126.79526
2024,1,03015,30,청송IC-동청송·영양IC,4,경북,청송,파천,옹점,수시," 10,917 ",36.47543,129.07296
2024,2,2517-001,25,보은읍-두산리,2,충북,보은,수한,차정,수시," 2,078 ",36.47865,127.64921
2024,2,3112-000,31,현동면-진보면,2,경북,청송,파천,신기,수시," 5,718 ",36.47868,129.0238
2024,3,0914-10 ,914,남안동IC-일직면,4,경북,안동,일직,운산,수시," 12,558 ",36.47888,128.6491
2024,2,2325-002,23,공주시-전의면,4,충남,공주, ,동현,수시," 16,008 ",36.47925,127.16668
2024,2,2517-000,25,보은읍-두산리,2,충북,보은,수한,후평,상시," 3,391 ",36.48,127.69207
2024,3,0571-01 ,571,회남면-회북면,2,충북,보은,회인,눌곡,수시, 760 ,36.48208,127.6005
2024,1,03000-7,30,마곡사IC-서공주JCT,4,충남,공주,사곡,신영,수시," 35,735 ",36.48363,127.05027
2024,1,03000-9,30,공주JCT-공주IC,4,충남,공주,우성,신웅,수시," 34,417 ",36.48485,127.10485
2024,5,96-01   ,96,옥계리-비봉면,2,충남,청양,비봉,용천,수시," 1,878 ",36.4856,126.74899
2024,1,03000-8,30,서공주JCT-공주JCT,4,충남,공주,우성,상서,상시," 56,117 ",36.48645,127.07975
2024,2,3605-002,36,공주시-세종시,6,충남,공주, ,송선,수시," 30,446 ",36.48694,127.17879
2024,1,03000-11,30,서세종IC-남세종IC,4,세종, , ,한솔,수시," 38,777 ",36.48744,127.21969
2024,2,1719-002,17,대전시-청주시,4,충북,청주,현도,선동,수시," 18,183 ",36.4886,127.42428
2024,2,3606-000,36,공주시-세종시,6,충남,세종,장군,은용,상시," 34,285 ",36.48872,127.20167
2024,2,2103-003,21,보령시-홍성읍,4,충남,홍성,은하,장척,수시," 10,206 ",36.48877,126.6136
2024,5,96-03   ,96,비봉면-운곡면,2,충남,청양,비봉,중목,수시," 1,656 ",36.49023,126.79126
2024,2,3208-002,32,유구읍-우성면,4,충남,공주,사곡,신영,수시," 10,298 ",36.49039,127.03138
2024,3,0997-12 ,997,외서면-은척면,2,경북,상주,외서,가곡,수시," 1,064 ",36.49074,128.0595
2024,2,2805-001,28,예천읍-덕미리,2,경북,의성,다인,덕미,수시," 2,182 ",36.49118,128.3434
2024,2,5911-000,59,덕미리-산양면,2,경북,예천,풍양,공덕,수시," 1,200 ",36.49159,128.33261
2024,2,2325-003,23,공주시-전의면,4,충남,공주, ,송선,수시," 17,597 ",36.49213,127.16271
2024,1,02529-1,25.2,공주JCT-북공주JCT,4,충남,공주,우성,도천,수시," 53,904 ",36.4928,127.09555
2024,2,3510-002,35,길안면-안동시,4,경북,안동,임하,고곡,수시," 7,868 ",36.49287,128.86834
2024,2,0514-000,5,용연리-안동시,4,경북,안동,일직,원호,상시," 21,124 ",36.49421,128.66172
2024,2,2516-004,25,대야리-보은읍,4,충북,보은,보은,풍취,수시," 9,788 ",36.49615,127.73912
2024,3,0911-03 ,911,지품면-입암면,2,경북,영덕,지품,황장,수시, 432 ,36.4963,129.18396
2024,1,03000-10,30,공주IC-서세종IC,4,세종, ,장군,송선,수시," 40,381 ",36.49739,127.16399
2024,2,1918-000,19,보은읍-미원면,4,충북,보은,보은,풍취,수시," 7,308 ",36.49855,127.72946
2024,5,96-11   ,96,도산리-옥계리,2,충남,홍성,장곡,도산,수시," 2,512 ",36.49946,126.7005
2024,2,2517-002,25,보은읍-두산리,2,충북,보은,회인,요촌,수시," 1,911 ",36.50276,127.59913
2024,3,0604-07 ,604,운곡면-신풍면,2,충남,공주,신풍,대룡,수시, 465 ,36.50316,126.94427
2024,3,0629-01 ,629,호계리-운암리,2,충남,공주,사곡,호계,수시," 2,707 ",36.50326,127.02325
2024,5,96-05   ,96,결성면-광천읍,4,충남,홍성,광천,상정,수시," 11,950 ",36.50365,126.60917
2024,1,02529-2,25.2,북공주JCT-정안IC,4,충남,공주,우성,동곡,수시," 64,349 ",36.50425,127.10509
2024,5,20-04   ,20,강구면-축산면,2,경북,영덕,축산,도곡,수시," 6,345 ",36.50528,129.4205
2024,2,0318-000,3,상주시-함창읍,4,경북,상주,외서,연봉,상시," 18,100 ",36.50552,128.16946
2024,2,4001-006,40,서부면-주포면,2,충남,보령,천북,장은,수시," 1,345 ",36.50706,126.50533
2024,5,96-10   ,96,광천읍-도산리,2,충남,홍성,광천,소암,수시," 4,550 ",36.51171,126.64028
2024,1,03002,30,문의IC-회인IC,4,충북,청원,문의,국전,수시," 49,955 ",36.51199,127.55417
2024,2,3206-003,32,유구읍-우성면,4,충남,공주,신풍,동원,상시," 8,281 ",36.51243,126.96572
2024,2,3711-001,37,대야리-부흥리,2,충북,보은,속리산,상판,상시," 3,639 ",36.51373,127.79015
2024,3,0917-01 ,917,석보면-영양읍,2,경북,영양,석보,화매,수시, 313 ,36.51405,129.18247
2024,2,0713-001,7,영덕읍-평해읍,4,경북,영덕,축산,도곡,수시," 16,452 ",36.51455,129.40265
2024,5,32-01   ,32,현도면-문의면,4,충북,청주,문의,미천,수시," 9,809 ",36.51565,127.50235
2024,2,2324-001,23,공주시-전의면,4,충남,공주,의당,오인,상시," 21,632 ",36.51613,127.12354
2024,3,0923-03 ,923,다인면-지보면,2,경북,예천,지보,지보,수시, 348 ,36.51651,128.37919
2024,3,0505-06 ,505,외속리면-내속리면,2,충북,보은,속리산,중판,수시," 4,300 ",36.51813,127.79612
2024,2,3711-002,37,대야리-부흥리,2,충북,보은,속리산,중판,수시," 1,022 ",36.52477,127.7892
2024,2,2921-001,29,청양읍-홍성읍,4,충남,청양,비봉,장재,수시," 3,675 ",36.52792,126.79408
2024,3,0916-04 ,916,풍양면-다인면,2,경북,예천,풍양,청곡,수시," 1,674 ",36.53043,128.35565
2024,3,0916-06 ,916,지보면-구담리,2,경북,예천,지보,도화,수시, 617 ,36.53126,128.41901
2024,5,96-09   ,96,부강리-외천리,6,충북,청주,남이,부용외천,수시," 25,277 ",36.53242,127.42357
2024,3,0619-05 ,619,산성리-천태리,2,충남,홍성,장곡,천태,수시," 1,509 ",36.53307,126.77109
2024,2,3420-000,34,안동시-진보면,2,경북,청송,진보,후평,상시," 3,313 ",36.53536,129.02531
2024,5,96-07   ,96,나성동-연동면,6,충남,세종,연동,명학,수시," 43,679 ",36.53541,127.33367
2024,2,3418-001,34,안동시-진보면,2,경북,안동,임하,천전,수시," 5,559 ",36.5357,128.86475
2024,2,3422-000,34,월전리-영덕읍,2,경북,청송,진보,시량,수시," 3,609 ",36.53652,129.09641
2024,2,3207-000,32,유구읍-우성면,4,충남,공주,유구,만천,수시," 8,404 ",36.53814,126.9471
2024,2,1918-003,19,보은읍-미원면,4,충북,보은,산외,봉계,수시," 7,685 ",36.53839,127.71202
2024,2,3112-001,31,진보면-월전리,2,경북,청송,진보,월전,수시," 6,329 ",36.53845,129.07375
2024,2,2921-002,29,청양읍-홍성읍,4,충남,예산,광시,노전,수시," 5,697 ",36.5395,126.75249
2024,3,0575-03 ,575,수한면-내북면,2,충북,보은,내북,상궁,수시, 423 ,36.53981,127.65659
2024,2,3418-002,34,풍산읍-안동시,4,경북,안동, ,정상,수시," 14,027 ",36.53992,128.7621
2024,3,0509-02 ,509,문의면-인차리,2,충북,청주,가덕,청용,수시, 641 ,36.54077,127.54415
2024,3,0918-10 ,918,창수면-병곡면,2,경북,영덕,영해,성내,수시," 3,665 ",36.5424,129.38875
2024,5,96-04   ,96,서부면-결성면,2,충남,홍성,서부,판교,수시," 1,073 ",36.54259,126.52771
2024,1,05512,55,남안동IC-서안동IC,4,경북,안동,일직,조탑,수시," 26,677 ",36.54366,128.64062
2024,2,2518-004,25,보은읍-두산리,2,충북,청주,가덕,계산,수시," 1,631 ",36.54444,127.56492
2024,2,1720-001,17,대전시-청주시,4,충북,청주,남이,부용외천,상시," 26,515 ",36.54466,127.43014
2024,1,04508-2,45,북상주IC-점촌함창IC,4,경북,상주,공검,역곡,수시," 56,165 ",36.54496,128.14658
2024,1,03000-6,30,유구IC-마곡사IC,4,충남,공주,유구,유구,수시," 33,010 ",36.54589,126.98945
2024,3,0575-01 ,575,봉계리-장갑리,2,충북,보은,산외,아시,수시," 2,286 ",36.54622,127.72718
2024,3,0916-08 ,916,구담리-갈전리,2,경북,안동,풍천,구담,수시," 1,652 ",36.54641,128.47745
2024,2,3113-000,31,월전리-문삼리,2,경북,영양,입암,방전,수시," 5,099 ",36.54709,129.08225
2024,1,00128,1,남청주IC-청주JCT,8,충북,청주,남이,외천,수시," 127,489 ",36.54907,127.43217
2024,2,2104-000,21,보령시-홍성읍,4,충남,홍성,구항,청광,상시," 17,489 ",36.55071,126.64274
2024,3,0918-05 ,918,무창리-창수면,2,경북,영덕,창수,가산,수시," 1,002 ",36.55096,129.32562
2024,3,0604-01 ,604,유구읍-사곡면,2,충남,공주,유구,유구,수시," 4,610 ",36.55099,126.95858
2024,3,0914-09 ,914,풍천면-남안동IC,2,경북,안동,풍천,도양,수시," 1,452 ",36.55226,128.50871
2024,1,03001,30,청주JCT-문의IC,4,충북,청주,남이,척산,수시," 45,115 ",36.55403,127.46736
2024,3,0924-01 ,924,상리-막곡리,2,경북,안동,풍산,계평,수시, 848 ,36.55441,128.66563
2024,3,0509-03 ,509,인차리-병암리,2,충북,청주,가덕,수곡,수시, 914 ,36.55519,127.55605
2024,3,0911-01 ,911,지품면-입암면,2,경북,영양,석보,지경,수시," 1,797 ",36.55622,129.10027
2024,2,0319-002,3,상주시-함창읍,4,경북,상주,함창,오동,수시," 15,422 ",36.55814,128.19014
2024,1,01516,15,광천IC-홍성IC,4,충남,보령,천북,신덕,수시," 37,800 ",36.56052,126.57875
2024,5,32-02   ,32,문의면-남일면,4,충북,청주,남일,가산,수시," 15,189 ",36.56212,127.50812
2024,2,2518-002,25,두산리-청주시,4,충북,청주,남일,두산,수시," 12,329 ",36.56286,127.53503
2024,2,4301-006,43,연기면-정안면,4,충남,공주,의당,중흥,수시," 20,946 ",36.56321,127.18241
2024,5,32-08   ,32,화북면-종곡리,2,경북,상주,화북,용유,수시," 2,066 ",36.56346,127.91766
2024,5,32-03   ,32,남일면-가덕면,4,충북,청주,남일,두산,수시," 12,405 ",36.56365,127.54388
2024,3,0927-06 ,927,풍천면-오천리,2,경북,예천,호명,금능,수시," 2,386 ",36.56386,128.46183
2024,3,0571-02 ,571,회북면-내북면,2,충북,보은,내북,화전,수시," 1,988 ",36.56607,127.6477
2024,3,0901-05 ,901,외서면-농암면,2,경북,문경,농암,사현,수시, 530 ,36.56675,128.04015
2024,3,0935-02 ,935,임동면-예안면,2,경북,안동,임동,중평,수시," 1,850 ",36.56784,128.93821
2024,2,0127-002,1,세종시-쌍전리,8,충남,세종,연서,봉암,상시," 25,888 ",36.56831,127.28965
2024,2,2518-003,25,두산리-청주시,4,충북,청주,남일,고은,수시," 26,484 ",36.57005,127.51091
2024,3,0923-09 ,923,풍양면-진정리,2,경북,문경,영순,의곡,수시," 1,793 ",36.57115,128.23377
2024,3,0619-06 ,619,천태리-광시면,2,충남,예산,광시,신대,수시," 3,415 ",36.57156,126.78424
2024,3,0609-06 ,609,홍성읍-홍북면,2,충남,홍성,홍성,송월,수시," 5,429 ",36.57285,126.67765
2024,3,0916-07 ,916,갈전리-풍산읍,2,경북,안동,풍산,매곡,수시," 2,839 ",36.57322,128.54464
2024,2,2803-000,28,예천읍-덕미리,2,경북,예천,지보,어신,수시," 4,147 ",36.57452,128.41418
2024,5,32-09   ,32,사현리-함창읍,2,경북,상주,함창,교촌,수시," 5,277 ",36.57576,128.16417
2024,2,3206-002,32,예산읍-유구읍,4,충남,공주,유구,녹천,수시," 3,949 ",36.57622,126.93851
2024,1,00128-1,1,청주JCT-남이JCT,10,충북,청주,남이,척북,수시," 141,039 ",36.57727,127.42713
2024,3,0924-05 ,924,문경시-영순면,2,경북,문경,영순,의곡,수시," 2,022 ",36.57842,128.23831
2024,3,0512-06 ,512,사곡리-태성리,2,충북,청주,강내,사곡,수시," 4,590 ",36.58018,127.32395
2024,2,1720-000,17,대전시-청주시,4,충북,청주,남이,가좌,수시," 28,239 ",36.58074,127.46275
2024,2,2518-005,25,두산리-청주시,4,충북,청주,남일,신송,수시," 22,985 ",36.5827,127.49939
2024,3,0507-04 ,507,동면-태성리,2,충북,청주,강내,산단,수시," 2,847 ",36.58344,127.35472
2024,5,70-20   ,70,운곡면-신양면,2,충남,예산,신양,만사,수시," 3,346 ",36.5842,126.85585
2024,2,0127-006,1,세종시-쌍전리,4,충남,세종,조치원,번암,수시," 15,872 ",36.58527,127.29258
2024,3,0575-04 ,575,장갑리-청천면,2,충북,보은,산외,오대,수시, 803 ,36.58545,127.73095
2024,3,0512-09 ,512,연정리-휴암동,2,충북,흥덕, ,현암,수시," 9,722 ",36.58556,127.38788
2024,2,0717-001,7,영덕읍-평해읍,4,경북,영덕,병곡,영,상시," 15,464 ",36.58611,129.40119
2024,2,2922-000,29,홍성읍-갈산면,4,충남,홍성,구항,오봉,상시," 20,174 ",36.58635,126.61312
2024,2,3417-001,34,예천읍-풍산읍,4,경북,안동,풍산,매곡,수시," 25,493 ",36.58639,128.55393
2024,3,0512-05 ,512,태성리-청주시,2,충북,청주,강내,태성,수시," 5,943 ",36.58675,127.35723
2024,2,3418-000,34,풍산읍-안동시,4,경북,안동,풍산,수곡,상시," 32,350 ",36.58832,128.64589
2024,2,2922-002,29,청양읍-홍성읍,4,충남,홍성,홍성,구룡,수시," 9,431 ",36.58834,126.68731
2024,1,03000-5,30,신양IC-유구IC,4,충남,예산,신양,차동,수시," 29,906 ",36.58985,126.90687
2024,5,32-10   ,32,종곡리-사현리,2,경북,문경,농암,종곡,수시," 3,251 ",36.59233,128.00775
2024,2,3417-003,34,풍산읍-안동시,4,경북,안동,풍산,상리,수시," 28,940 ",36.59258,128.60266
2024,2,0320-000,3,함창읍-연풍면,4,경북,상주,함창,나한,수시," 9,696 ",36.59396,128.16621
2024,2,7720-000,77,하사리-용대리,4,충남,태안,안면,창기,상시," 10,017 ",36.59405,126.32543
2024,2,2518-007,25,운동동-효촌리,4,청주,상당,남일,송암,수시," 18,524 ",36.59467,127.52367
2024,2,2803-001,28,예천읍-덕미리,2,경북,예천,호명,본포,상시," 2,980 ",36.59513,128.41883
2024,2,3113-001,31,월전리-문삼리,2,경북,영양,입암,신구,수시," 4,800 ",36.59556,129.08611
2024,2,2324-003,23,공주시-전의면,4,충남,공주,정안,내촌,수시," 21,474 ",36.5975,127.11817
2024,3,0911-02 ,911,입암면-일월면,2,경북,영양,입암,신사,수시," 1,018 ",36.5978,129.0834
2024,3,0504-02 ,504,동평리-오송리,6,충북,청주,오송,오송,수시," 27,871 ",36.59847,127.33445
2024,2,4001-005,40,갈산면-서부면,4,충남,홍성,갈산,오두,상시," 12,699 ",36.59873,126.51899
2024,2,3511-000,35,안동시-오미리,2,경북,안동,와룡,서지,수시," 8,514 ",36.59908,128.74809
2024,3,0997-13 ,997,장암리-운흥리,2,경북,상주,화북,장암,수시, 894 ,36.60053,127.83268
2024,3,0616-02 ,616,대흥면-신양면,2,충남,예산,신양,황계,수시," 9,877 ",36.60182,126.82709
2024,2,0515-000,5,안동시-영주시,4,경북,안동,서후,이송천,수시," 10,167 ",36.60373,128.70033
2024,2,4301-005,43,연기면-정안면,4,충남,공주,정안,어물,수시," 20,132 ",36.60394,127.15048
2024,3,0927-07 ,927,오천리-예천읍,4,경북,예천,호명,월포,수시," 14,407 ",36.60566,128.46738
2024,3,0609-01 ,609,장곡면-홍성읍,4,충남,홍성,홍성,대교,수시," 10,780 ",36.60586,126.67646
2024,1,04508-3,45,점촌함창IC-문경새재IC,4,경북,상주,함창,나한,수시," 57,463 ",36.60588,128.16038
2024,1,03522,35,남이JCT-청주강서하이패스IC,4,충북,청주,흥덕,석곡,수시," 70,377 ",36.60647,127.4199
2024,2,2104-001,21,홍성읍-예산면,4,충남,홍성,금마,장성,수시," 20,510 ",36.60661,126.6942
2024,3,0924-06 ,924,영순면-가곡리,2,경북,예천,개포,황산,수시, 689 ,36.60665,128.33833
2024,2,3607-001,36,조치원-청주시,4,충북,청주,오송,동평,상시," 25,087 ",36.60765,127.31806
2024,2,5911-002,59,덕미리-산양면,2,경북,문경,산양,불암,수시," 1,054 ",36.60843,128.25859
2024,3,0512-07 ,512,태성리-청주시,4,충북,청주,흥덕,석곡,수시," 38,488 ",36.60843,127.42107
2024,2,3902-000,39,유구읍-아산시,2,충남,공주,유구,추계,상시," 6,256 ",36.60979,126.97031
2024,3,0604-02 ,604,정안면-의당면,2,충남,공주,정안,광정,수시," 3,404 ",36.61023,127.12132
2024,1,00129,1,남이JCT-청주IC,6,충북,청주,흥덕,신전,수시," 91,014 ",36.61142,127.39934
2024,2,3414-000,34,반곡리-예천읍,4,경북,문경,산양,진정,수시," 17,832 ",36.61159,128.2329
2024,2,3414-001,34,반곡리-예천읍,4,경북,예천,용궁,월오,상시," 10,322 ",36.61177,128.30792
2024,3,0616-01 ,616,금마면-대흥면,2,충남,홍성,금마,죽림,수시, 681 ,36.61309,126.70797
2024,1,05513,55,서안동IC-예천IC,4,경북,안동,풍산,노,수시," 23,407 ",36.61321,128.56453
2024,2,1720-002,17,대전시-청주시,4,충북,청주,흥덕,휴암,수시," 54,560 ",36.61323,127.40812
2024,3,0924-03 ,924,가곡리-경진리,2,경북,예천,개포,신음,수시, 768 ,36.6133,128.37814
2024,5,96-12   ,96,안면읍-서부면,4,충남,서산,부석,간월도,수시," 9,006 ",36.6156,126.41271
2024,3,0924-07 ,924,서후면-와룡면,2,경북,안동,북후,오산,수시," 1,392 ",36.61586,128.71418
2024,2,2803-002,28,예천읍-덕미리,2,경북,예천,개포,경진,수시," 3,158 ",36.61601,128.41843
2024,3,0901-01 ,901,농암면-가은읍,2,경북,문경,가은,작천,수시," 1,745 ",36.6173,128.03022
2024,3,0933-01 ,933,와룡면-예안면,2,경북,안동,와룡,가구,수시," 1,877 ",36.61824,128.77268
2024,2,3414-002,34,불정동-반곡리,4,경북,문경,호계,봉서,수시," 8,204 ",36.61894,128.20969
2024,3,0923-11 ,923,진정리-봉정리,2,경북,문경,산양,진정,수시," 4,973 ",36.61991,128.23924
2024,3,0507-05 ,507,태성리-탑연리,4,충북,청주,강내,탑연,수시," 14,772 ",36.62158,127.35845
2024,3,0616-05 ,616,금마면-대흥면,2,충남,예산,대홍,교촌,수시," 1,032 ",36.62178,126.77834
2024,2,3607-000,36,조치원-청주시,4,충북,청주,오송,궁평,수시," 42,283 ",36.62248,127.34667
2024,3,0512-01 ,512,청주시-낭성면,2,충북,청주,낭성,호정,수시," 7,779 ",36.6236,127.61413
2024,5,96-15   ,96,남면-부석면,4,충남,태안,남,당암,수시," 10,133 ",36.62368,126.3558
2024,2,3206-004,32,예산읍-유구읍,4,충남,예산,신양,불원,상시," 9,566 ",36.62485,126.8775
2024,3,0507-06 ,507,월곡리-정봉동,4,충북,청주,강내,월곡,수시," 17,676 ",36.62513,127.37037
2024,2,1919-001,19,보은읍-미원면,4,충북,청주,미원,미원,상시," 11,511 ",36.62606,127.65738
2024,2,0127-008,1,쌍전리-행정리,4,충남,세종,조치원,신안,상시," 26,530 ",36.62718,127.28963
2024,2,2325-001,23,공주시-전의면,4,충남,공주,정안,사현,수시," 30,913 ",36.62833,127.12384
2024,2,3416-000,34,예천읍-풍산읍,4,경북,예천,예천,고평,상시," 10,714 ",36.62861,128.48161
2024,3,0604-05 ,604,사곡면-정안면,2,충남,공주,정안,문천,수시," 1,193 ",36.62962,127.06686
2024,3,0649-06 ,649,창리-서산시,2,충남,서산,부석,창,수시," 4,017 ",36.63077,126.37044
2024,5,32-05   ,32,가덕면-미원면,4,충북,청주,미원,미원,수시," 17,731 ",36.63106,127.6495
2024,1,03522-1,35,청주강서하이패스IC-서청주IC,4,충북,청주,흥덕,비하,수시," 70,487 ",36.63361,127.41893
2024,2,3114-000,31,월전리-문삼리,2,경북,영양,영양,감천,수시," 5,858 ",36.63853,129.09158
2024,2,2802-004,28,영주시-예천읍,4,경북,예천,예천,왕신,수시," 11,020 ",36.63857,128.45013
