대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율),위도,경도
기타,서울특별시 노원구 월계동 60-1(월계1동),서울특별시 노원구 월계1동,"22,158",67898,1,0.01,37.615655,127.065157
기타,인천광역시 중구 전동 2-5(동인천동),인천광역시 중구 동인천동,"5,683",78848,34,0.05,37.477124,126.629792
기타,인천광역시 중구 도원동 5-7,인천광역시 중구 도원동,"3,645",60971,,0.02,37.467079,126.641598
기타,인천광역시 중구 송학동3가 3-1(신포동),인천광역시 중구 신포동,"4,944",60971,18,0.08,37.473884,126.625732
기타,인천광역시 남동구 간석3동 37-661,인천광역시 남동구 간석3동,"26,606",259193,4,0.02,37.466323,126.717929
기타,인천광역시 부평구 부개동 206-1(부개2동),인천광역시 부평구 부개2동,"19,278",266708,,0.01,37.489389,126.739628
기타,충청남도 천안시 동남구 신부동 628(신안동),충청남도 천안시 동남구 신안동,"49,621",163427,,0.02,36.822135,127.15791
기타,충청남도 공주시 정안면 광정리 270-9,충청남도 공주시 정안면,"4,883",3404,2,0.03,36.609026,127.120954
기타,충청남도 예산군 예산읍 예산리 604-6,충청남도 예산군 예산읍,"31,738",9043,51,0.03,36.681815,126.848033
기타,세종특별자치시 보람동 748,세종특별자치시 보람동,"18,295",64466,,0.02,36.477631,127.289583
기타,세종특별자치시 금남면 신촌리 297-11,세종특별자치시 금남면,"8,481",64466,,0.03,36.468401,127.282304
기타,충청북도 충주시 금릉동730(칠금.금릉동),충청북도 충주시 칠금.금릉동,"13,824",2838,,0.05,36.988783,127.927495
기타,충청북도 청주시 상당구 산성동 180,충청북도 청주시 상당구 산성동,"12,665",9722,,0.02,36.659674,127.5416
기타,충청북도 음성군 음성읍 읍내리 308-27,충청북도 음성군 음성읍,"16,976",2842,14,0.02,36.936942,127.690979
기타,충청북도 제천시 중앙로2가 160(중앙동),충청북도 제천시 중앙동,"5,353",14090,36,0.1,37.141959,128.212738
기타,충청북도 괴산군 괴산읍 동부리672-5,충청북도 괴산군 괴산읍,"10,874",14566,10,0.03,36.808689,127.792438
기타,대전광역시 중구 대흥동480,대전광역시 중구 대흥동,"13,200",51477,50,0.04,36.326112,127.422559
기타,대전광역시 대덕구 읍내동247-3(회덕동),대전광역시 대덕구 회덕동,"11,296",98950,2,0.03,36.376739,127.421349
기타,대전광역시 중구 부사동 150-1,대전광역시 중구 부사동,"6,277",51477,3,0.04,36.313848,127.435163
기타,대전광역시 서구 가장동 27-1,대전광역시 서구 가장동,"10,789",44361,1,0.01,36.329871,127.388962
기타,대전광역시 대덕구 비래동412-2,대전광역시 대덕구 비래동,"15,278",98950,2,0.02,36.366237,127.447485
기타,경상북도 영천시 금호읍 교대리 185-1,경상북도 영천시 금호읍,"10,451",32771,7,0.02,35.932958,128.875783
기타,경상북도 경주시 노동동 12-1(황오동),경상북도 경주시 황오동,"5,937",25475,155,0.06,35.840619,129.212964
기타,경상북도 포항시 북구 동빈2가 148-4(중앙동),경상북도 포항시 북구 중앙동,"14,581",21053,,0.05,36.038492,129.369931
기타,경상북도 구미시 원평동 964-451,경상북도 구미시 원평동,"5,702",81863,154,0.11,36.123231,128.328581
기타,경상북도 영주시 풍기읍 동부리 493-21(영남타운 인근),경상북도 영주시 풍기읍,"11,551",13454,14,0.03,36.868416,128.532629
기타,경상남도 고성군 고성읍 기월리 653-7,경상남도 고성군 고성읍,"22,925",4410,38,0.03,','
기타,경상남도 창원시 마산회원구 석전동 248-20,경상남도 창원시 마산회원구 석전동,"16,024",58678,,0.02,35.230962,128.575548
기타,경상남도 양산시 삼호동 471(서창동),경상남도 양산시 서창동,"29,045",15330,10,0.02,35.416839,129.174681
기타,경상남도 하동군 하동읍 읍내리 1261-4,경상남도 하동군 하동읍,"8,868",2191,,0.04,35.070682,127.745618
기타,경상남도 산청군 산청읍 옥산리 465-3,경상남도 산청군 산청읍,"6,608",2237,8,0.03,35.415599,127.873435
기타,울산광역시 남구 삼산동 1477-6,울산광역시 남구 삼산동,"47,809",20222,97,0.05,35.537051,129.337639
기타,울산광역시 동구 전하동 451-3(전하1동),울산광역시 동구 전하1동,"15,187",30691,11,0.01,35.513558,129.430925
기타,울산광역시 동구 전하동 290-58(전하1동),울산광역시 동구 전하1동,"15,187",30691,11,0.01,35.517453,129.424203
기타,울산광역시 북구 연암동 1004-1(효문동),울산광역시 북구 효문동,"29,237",30691,9,0.04,35.582494,129.361096
기타,울산광역시 동구 서부동 248-42(남목2동),울산광역시 동구 남목2동,"26,103",30691,1,0.01,','
기타,대구광역시 중구 동인동2가 42,대구광역시 중구 동인동2가,"8,302",135921,6,0.05,35.86861,128.60116
기타,대구광역시 중구 포정동 21(성내2동),대구광역시 중구 성내2동,"4,931",135921,45,0.18,35.872246,128.592243
기타,대구광역시 동구 지저동 694-51,대구광역시 동구 지저동,"13,292",27690,5,0.02,35.896037,128.638417
기타,대구광역시 동구 신기동 174(안심1동),대구광역시 동구 안심1동,"38,931",86465,4,0.02,35.872373,128.701948
기타,대구광역시 달서구 호림동 22-1(신당동),대구광역시 달서구 신당동,"40,157",12185,41,0.03,35.837276,128.491755
기타,부산광역시 금정구 노포동 133(청룡노포동),부산광역시 금정구 청룡노포동,"9,222",65379,5,0.02,35.283906,129.096552
기타,부산광역시 해운대구광역시 좌동 1461-2(좌1동),부산광역시 해운대구광역시 좌1동,"16,766",48622,,0.03,35.17202,129.175379
기타,부산광역시 금정구 구서동 248-25(구서2동),부산광역시 금정구 구서2동,"30,692",70579,2,0.01,35.253267,129.091112
기타,부산광역시 사하구 당리동 317-100,부산광역시 사하구 당리동,"23,905",134118,2,0.02,35.103704,128.974982
기타,부산광역시 수영구 남천동 148-15(남천2동),부산광역시 수영구 남천2동,"12,725",48622,2,0.02,35.145247,129.112948
기타,전북특별자치도 익산시 남중동 60,전북특별자치도 익산시 남중동,"10,519",9821,8,0.03,35.948083,126.957716
기타,전북특별자치도 전주시 덕진구 진북동 434-34,전북특별자치도 전주시 덕진구 진북동,"12,766",27659,,0.03,35.831879,127.134803
기타,전북특별자치도 남원시 금동 406-22,전북특별자치도 남원시 금동,"5,965",4590,5,0.03,35.404506,127.374179
기타,전북특별자치도 전주시 완산구 중화산동2가 486-2(중화산2동),전북특별자치도 전주시 완산구 중화산2동,"18,923",35443,,0.03,35.817562,127.115214
기타,전북특별자치도 군산시 조촌동868-2,전북특별자치도 군산시 조촌동,"27,410",13290,31,0.02,35.968511,126.736519
기타,전라남도 목포시 호남동 9-1(목원동),전라남도 목포시 목원동,"6,544",16601,53,0.05,34.794544,126.385719
기타,전라남도 목포시 용당동 993-2(용당2동),전라남도 목포시 용당2동,"4,665",9845,28,0.03,34.805125,126.403883
기타,전라남도 여수시 덕충동 2036번지(만덕동),전라남도 여수시 만덕동,"9,910",14076,24,0.02,34.753287,127.745107
기타,전라남도 순천시 동외동 152-2(향동),전라남도 순천시 향동,"3,083",31469,1,0.03,34.955999,127.486416
기타,전라남도 광양시 진월면 선소리 812-68,전라남도 광양시 진월면,"2,443",6139,4,0.03,34.976362,127.76059
기타,광주광역시 서구 치평동1308-1,광주광역시 서구 치평동,"29,447",101257,59,0.04,35.145813,126.843919
기타,광주광역시 서구 금호동764(금호1동),광주광역시 서구 금호1동,"19,377",134317,7,0.02,35.132464,126.857367
기타,광주광역시 북구 삼각동781-3,광주광역시 북구 삼각동,"13,497",134317,,0.01,35.201245,126.898567
기타,광주광역시 광산구 송정동1005-1(송정2동),광주광역시 광산구 송정2동,"6,228",47995,25,0.05,35.137111,126.788604
기타,광주광역시 광산구 우산동1601-6,광주광역시 광산구 우산동,"30,668",101257,38,0.02,35.160562,126.807182
기타,제주특별자치도 제주시 일도1동1103,제주특별자치도 제주시 일도1동,"2,177",33186,31,0.13,33.512211,126.528195
기타,제주특별자치도 제주시 연동272-31,제주특별자치도 제주시 연동,"43,976",54135,133,0.03,33.489053,126.491493
기타,제주특별자치도 제주시 삼도2동1222-2,제주특별자치도 제주시 삼도2동,"8,111",33186,43,0.03,33.515346,126.521647
기타,제주특별자치도 제주시 일도1동1491-1,제주특별자치도 제주시 일도1동,"2,177",33186,31,0.13,33.512933,126.529217
기타,제주특별자치도 제주시 노형동 3793-1,제주특별자치도 제주시 노형동,"57,043",54135,46,0.03,33.483027,126.477165
