대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율),위도,경도
자동차관련시설,경기도 수원시 영통구 신동 532-3,경기도 수원시 영통구 영통2동,25353,30954,,0.03,37.249373,127.045676
자동차관련시설,경상남도 창원시 성산구 대원동 78,경상남도 창원시 성산구 중앙동,36021,51252,,0.04,35.228192,128.65011
자동차관련시설,경상남도 양산시 어곡동 440,경상남도 양산시 강서동,9471,15053,,0.04,35.376163,129.024497
자동차관련시설,경상남도 진주시 상대동 33-121,경상남도 진주시 상대동,19071,69709,24,0.04,35.183506,128.123103
자동차관련시설,경상남도 진주시 상평동 167-2,경상남도 진주시 상평동,11658,77777,32,0.05,35.169852,128.117374
자동차관련시설,경상남도 김해시 주촌면 내삼리 744-8,경상남도 김해시 주촌면,21119,63828,2,0.04,35.229212,128.820075
자동차관련시설,경상북도 포항시 북구 흥해읍 남송리 647,경상북도 포항시 북구 흥해읍,43013,47564,,0.02,36.103441,129.371512
자동차관련시설,경상북도 포항시 남구 오천읍 문덕리 880-5,경상북도 포항시 남구 오천읍,56958,10758,,0.02,35.960353,129.397525
자동차관련시설,경상북도 포항시 남구 연일읍 오천리 163-1,경상북도 포항시 남구 연일읍,28659,37969,,0.02,35.999108,129.353907
자동차관련시설,경상북도 안동시 풍산읍 괴정리 42-1,경상북도 안동시 풍산읍,6089,25493,10,0.05,36.589297,128.54624
자동차관련시설,경상북도 경산시 진량읍 문천리 519-17,경상북도 경산시 진량읍,44028,43736,4,0.02,35.886184,128.834674
자동차관련시설,광주광역시 남구 송하동 260-1,광주광역시 남구 송암동,22328,39702,,0.02,35.109403,126.881482
자동차관련시설,광주광역시 광산구 송촌동 66,광주광역시 광산구 평동,7242,47995,,0.07,35.140654,126.775423
자동차관련시설,광주광역시 광산구 도천동 380-15,광주광역시 광산구 비아동,7778,46489,,0.08,35.21395,126.819966
자동차관련시설,광주광역시 서구 화정동 180-1,광주광역시 서구 화정1동,15641,134317,10,0.02,35.153977,126.882956
자동차관련시설,광주광역시 서구 세하동 171-34,광주광역시 서구 서창동,6034,39702,,0.22,35.126777,126.842838
자동차관련시설,대구광역시 북구 노원동3가 609,대구광역시 북구 노원동,10688,156089,10,0.14,35.890943,128.555667
자동차관련시설,대구광역시 동구 용계동 1033,대구광역시 동구 안심2동,13270,86465,13,0.02,35.876937,128.678175
자동차관련시설,대구광역시 달서구 장동 829,대구광역시 달서구 장기동,16567,66579,2,0.03,35.837125,128.51973
자동차관련시설,대구광역시 서구 중리동 1165-10,대구광역시 서구 상중이동,19219,66579,3,0.06,35.861034,128.536865
자동차관련시설,대구광역시 수성구 신매동 83-1,대구광역시 수성구 고산1동,30589,63177,,0.01,35.834363,128.712567
자동차관련시설,대전광역시 동구 대성동 276-14,대전광역시 동구 산내동,19742,51477,5,0.02,36.291958,127.462226
자동차관련시설,대전광역시 서구 탄방동 1483-8,대전광역시 서구 탄방동,26546,98950,3,0.03,36.343882,127.399897
자동차관련시설,대전광역시 대덕구 상서동 292,대전광역시 대덕구 덕암동,13275,121120,5,0.03,36.429546,127.423023
자동차관련시설,대전광역시 중구 산성동 142-1,대전광역시 중구 산성동,25634,44361,8,0.03,36.311675,127.388493
자동차관련시설,대전광역시 서구 탄방동 518-2,대전광역시 서구 탄방동,26546,75255,3,0.03,36.343786,127.379999
자동차관련시설,부산광역시 부산진구 가야동 256-9,부산광역시 부산진구 가야1동,20267,74557,,0.01,35.1546,129.033279
자동차관련시설,부산광역시 연제구 거제동 23-6,부산광역시 연제구 거제1동,27662,70579,,0.02,35.188136,129.077113
자동차관련시설,부산광역시 연제구 거제동 1470-2,부산광역시 연제구 거제1동,27662,70579,,0.02,35.192068,129.081412
자동차관련시설,부산광역시 강서구 화전동 589-2,부산광역시 강서구 녹산동,39671,98977,6,0.05,35.103584,128.887211
자동차관련시설,부산광역시 해운대구광역시 재송동 561-2,부산광역시 해운대구광역시 재송1동,35710,48622,,0.03,35.181653,129.124961
자동차관련시설,서울특별시 영등포구 양평동6가 1,서울특별시 영등포구 양평2동,22117,196415,9,0.03,37.5401,126.889965
자동차관련시설,서울특별시 동작구 노량진동 20,서울특별시 동작구 노량진2동,11068,113301,3,0.03,37.514013,126.934367
자동차관련시설,서울특별시 도봉구 방학동 708-2,서울특별시 도봉구 방학1동,27134,171081,3,0.02,37.6633,127.043917
자동차관련시설,서울특별시 강서구 외발산동 233,서울특별시 강서구 발산1동,34799,190133,5,0.04,37.545982,126.821823
자동차관련시설,서울특별시 마포구 성산동 590-3,서울특별시 마포구 성산2동,37637,196415,,0.02,37.565874,126.903811
자동차관련시설,울산광역시 울주군 삼남읍 상천리 419-20,울산광역시 울주군 삼남읍,22317,15587,13,0.02,35.526685,129.100808
자동차관련시설,울산광역시 북구 신천동 544-6,울산광역시 북구 농소2동,42437,27722,1,0.01,35.639061,129.345007
자동차관련시설,울산광역시 북구 진장동 197,울산광역시 북구 효문동,29237,30691,9,0.04,35.569924,129.359322
자동차관련시설,울산광역시 북구 효문동 815-7,울산광역시 북구 효문동,29237,30691,9,0.04,35.565666,129.366563
자동차관련시설,울산광역시 북구 신천동 797,울산광역시 북구 농소2동,42437,27722,1,0.01,35.644831,129.342067
자동차관련시설,인천광역시 미추홀구 도화동 378-15,인천광역시 미추홀구 도화1동,21608,110764,12,0.02,37.46033,126.675163
자동차관련시설,인천광역시 남동구 고잔동 257-48,인천광역시 남동구 논현고잔동,44096,161915,,0.04,37.399324,126.710735
자동차관련시설,인천광역시 서구 왕길동 420-2,인천광역시 서구 오류왕길동,26690,78767,7,0.04,37.596745,126.643381
자동차관련시설,인천광역시 남동구 고잔동 306-2,인천광역시 남동구 논현고잔동,44096,161915,,0.04,37.390589,126.71317
자동차관련시설,인천광역시 중구 신흥동3가 60-24,인천광역시 중구 신흥동,14505,60971,11,0.03,37.43884,126.620704
자동차관련시설,전라남도 나주시 금천면 원곡리 257,전라남도 나주시 금천면,6608,57752,2,0.01,35.035016,126.749452
자동차관련시설,전라남도 목포시 옥암동 1381-2,전라남도 목포시 부주동,22116,9845,2,0.01,34.803928,126.445238
자동차관련시설,전라남도 순천시 조례동 7,전라남도 순천시 왕조1동,37680,16890,13,0.02,34.963375,127.539549
자동차관련시설,전라남도 나주시 산포면 등정리 191,전라남도 나주시 산포면,2762,37168,,0.04,35.042253,126.822112
자동차관련시설,전라남도 목포시 옥암동 914-9,전라남도 목포시 옥암동,10816,9845,1,0.03,34.815338,126.428077
자동차관련시설,전북특별자치도 군산시 미룡동 587,전북특별자치도 군산시 나운3동,33686,10928,31,0.01,35.953949,126.67592
자동차관련시설,전북특별자치도 정읍시 공평동 328,전북특별자치도 정읍시 농소동,3714,42642,1,0.05,35.581444,126.832253
자동차관련시설,전북특별자치도 익산시 용제동 52,전북특별자치도 익산시 팔봉동,6802,36642,,0.05,35.944193,127.001318
자동차관련시설,전북특별자치도 군산시 개정면 아동리 699-7,전북특별자치도 군산시 개정면,2609,28839,,0.04,35.984077,126.766345
자동차관련시설,전북특별자치도 전주시 덕진구 만성동 362,전북특별자치도 전주시 덕진구 여의동,16206,46071,,0.03,35.851107,127.081857
자동차관련시설,제주특별자치도 제주시 화북일동 2133-1,제주특별자치도 제주시 화북동,23355,33186,1,0.02,33.515083,126.567317
자동차관련시설,제주특별자치도 제주시 오라삼동 2811-4,제주특별자치도 제주시 오라동,15735,14084,17,0.03,33.492927,126.504713
자동차관련시설,제주특별자치도 제주시 화북일동 2131-3,제주특별자치도 제주시 화북동,23355,33186,1,0.02,33.514798,126.564618
자동차관련시설,제주특별자치도 제주시 아라이동 1622-3,제주특별자치도 제주시 아라동,42535,14084,4,0.02,33.478165,126.545265
자동차관련시설,제주특별자치도 제주시 애월읍 고성리 155,제주특별자치도 제주시 애월읍,37245,51187,197,0.03,33.438885,126.425934
자동차관련시설,충청남도 공주시 신관동 160-6,충청남도 공주시 신관동,23096,16008,36,0.03,36.464874,127.140385
자동차관련시설,충청남도 천안시 동남구 용곡동 133-1,충청남도 천안시 동남구 신방동,43783,27379,,0.02,36.782359,127.138267
자동차관련시설,충청남도 천안시 서북구 쌍용동 878,충청남도 천안시 서북구 쌍용1동,13139,54979,,0.03,36.807325,127.130279
자동차관련시설,충청남도 아산시 탕정면 동산리 128,충청남도 아산시 탕정면,47364,54979,1,0.01,36.822102,127.08814
자동차관련시설,충청남도 아산시 실옥동 92,충청남도 아산시 온양4동,19312,29758,2,0.01,36.795039,126.988599
자동차관련시설,충청북도 청주시 흥덕구 강서동 172-1,충청북도 청주시 흥덕구 강서1동,30676,38488,,0.02,36.618851,127.422527
자동차관련시설,충청북도 충주시 금릉동 214-20,충청북도 충주시 칠금·금릉동,13824,2838,1,0.05,37.000692,127.917304
자동차관련시설,충청북도 청주시 청원구 오동동 6-1,충청북도 청주시 청원구 오근장동,17362,20081,,0.04,36.690834,127.480742
자동차관련시설,충청북도 청주시 흥덕구 비하동 321-2,충청북도 청주시 흥덕구 강서1동,30676,70487,,0.02,36.647329,127.421642
자동차관련시설,충청북도 청주시 흥덕구 봉명동 365-1,충청북도 청주시 흥덕구 봉명2·송정동,24433,33926,,0.03,36.653284,127.453477
업무시설,서울특별시 용산구 용산동2가 산 1-3,서울특별시 용산구 용산2가동,9715,,,0.02,37.548943,126.989404
업무시설,서울특별시 강서구 화곡동 1032-27,서울특별시 강서구 화곡3동,20456,,,0.02,37.544147,126.837623
업무시설,서울특별시 마포구 상암동 1602,서울특별시 마포구 상암동,29147,,1,0.03,37.580524,126.889642
업무시설,서울특별시 종로구 청진동 246,서울특별시 종로구 종로1.2.3.4가동,6901,,,0.49,37.57107,126.978929
업무시설,서울특별시 강남구 청담동 124-3,서울특별시 강남구 청담동,22903,,6,0.06,37.524751,127.048941
업무시설,경기도 과천시 갈현동 440-1,경기도 과천시 갈현동,10782,,1,0.01,37.415016,126.978169
업무시설,경기도 용인시 기흥구 영덕동 1029,경기도 용인시 기흥구 영덕1동,29243,,,0.02,37.274612,127.080801
업무시설,경기도 고양시 일산서구 대화동 2307-12,경기도 고양시 일산서구 대화동,33897,,,0.03,37.668774,126.74972
업무시설,경기도 부천시 원미구 중동 1034-5,경기도 부천시 원미구 중동,22086,,,0.02,37.504701,126.767249
업무시설,경기도 성남시 수정구 시흥동 330,경기도 성남시 수정구 시흥동,3278,,,0.09,37.412085,127.092646
업무시설,인천광역시 남동구 논현동 632-1,인천광역시 남동구 논현2동,33593,,5,0.03,37.40151,126.722085
업무시설,인천광역시 부평구 부개동 277-12,인천광역시 부평구 부개1동,15965,,2,0.02,37.487119,126.736329
업무시설,인천광역시 미추홀구 주안동 169,인천광역시 미추홀구 주안1동,21081,,75,0.03,37.460582,126.682297
업무시설,인천광역시 연수구 송도동 172-1,인천광역시 연수구 송도3동,52283,,,0.02,37.381794,126.66281
업무시설,인천광역시 남동구 남촌동 624-3,인천광역시 남동구 남촌도림동,21029,,,0.03,37.415282,126.704801
업무시설,강원특별자치도 원주시 우산동 405-29,강원특별자치도 원주시 우산동,15476,,14,0.02,37.380542,127.94026
업무시설,강원특별자치도 춘천시 후평동 726-3,강원특별자치도 춘천시 후평1동,13775,,5,0.02,37.883324,127.748088
업무시설,강원특별자치도 동해시 천곡동 802-3,강원특별자치도 동해시 천곡동,29530,,26,0.03,37.523881,129.112975
업무시설,강원특별자치도 원주시 무실동 1663-4,강원특별자치도 원주시 무실동,34464,,9,0.02,37.333406,127.922794
업무시설,강원특별자치도 원주시 우산동 405-29,강원특별자치도 원주시 우산동,15476,,14,0.02,37.380542,127.94026
업무시설,충청북도 청주시 상당구 문화동 97-3,충청북도 청주시 상당구 성안동,6493,,,0.09,36.633522,127.491138
업무시설,충청북도 청주시 청원구 율량동 758,충청북도 청주시 청원구 율량·사천동,48080,,,0.02,36.671409,127.484839
업무시설,충청북도 음성군 금왕읍 무극리 113-1,충청북도 음성군 금왕읍,22411,,21,0.03,36.994026,127.598153
업무시설,충청북도 청주시 청원구 오창읍 양청리 685-3,충청북도 청주시 청원구 오창읍,68963,,,0.02,36.722756,127.429872
업무시설,충청북도 청주시 상당구 영동 79-1,충청북도 청주시 상당구 중앙동,6486,,,0.06,36.637205,127.485223
업무시설,충청남도 천안시 서북구 성정동 360-9,충청남도 천안시 서북구 성정2동,27081,,,0.03,36.823108,127.145081
업무시설,충청남도 천안시 동남구 신부동 466-3,충청남도 천안시 동남구 신안동,49621,,,0.02,36.817831,127.157964
업무시설,충청남도 홍성군 서부면 상황리 627-10,충청남도 홍성군 서부면,2933,,12,0.04,36.576911,126.464591
업무시설,충청남도 청양군 청양읍 읍내리 220-8,충청남도 청양군 청양읍,10464,,14,0.04,36.452853,126.803171
업무시설,충청남도 공주시 신관동 478-12,충청남도 공주시 신관동,23096,,36,0.03,36.472348,127.12863
업무시설,대전광역시 서구 둔산동 1171,대전광역시 서구 둔산2동,33962,,21,0.03,36.351042,127.380336
업무시설,대전광역시 동구 가양동 394-1,대전광역시 동구 가양2동,20111,,4,0.02,36.345724,127.446922
업무시설,대전광역시 서구 탄방동 617,대전광역시 서구 탄방동,26546,,3,0.03,36.345508,127.382359
업무시설,대전광역시 서구 둔산동 1389,대전광역시 서구 둔산1동,15842,,17,0.03,36.353297,127.389862
업무시설,대전광역시 유성구 장동 71-2,대전광역시 유성구 신성동,27149,,4,0.02,36.383227,127.359516
업무시설,경상북도 경산시 삼풍동 300,경상북도 경산시 동부동,43260,,,0.02,35.826777,128.755452
업무시설,경상북도 경주시 용강동 1320-9,경상북도 경주시 용강동,25201,,,0.01,35.862859,129.221968
업무시설,경상북도 구미시 신평동 188,경상북도 구미시 신평1동,4620,,2,0.05,36.118916,128.365704
업무시설,경상북도 포항시 남구 해도동 33-12,경상북도 포항시 남구 해도동,16507,,,0.03,36.026829,129.368062
업무시설,경상북도 구미시 송정동 34-3,경상북도 구미시 송정동,22715,,7,0.03,36.118803,128.342465
업무시설,경상남도 김해시 부원동 615-15,경상남도 김해시 부원동,10168,,61,0.05,35.226971,128.88582
업무시설,경상남도 진주시 가좌동 639-1,경상남도 진주시 가호동,36140,,,0.01,35.159791,128.106217
업무시설,경상남도 진주시 신안동 892-6,경상남도 진주시 신안동,11580,,4,0.03,35.178693,128.062897
업무시설,경상남도 창원시 의창구 명서동 206-1,경상남도 창원시 의창구 명곡동,39504,,,0.02,35.240243,128.649187
업무시설,경상남도 창원시 마산합포구 남성동 247-8,경상남도 창원시 마산합포구 오동동,18069,,,0.06,35.202244,128.577566
업무시설,대구광역시 동구 신천동 66-4,대구광역시 동구 신천3동,14182,,3,0.03,35.877114,128.626098
업무시설,대구광역시 수성구 대흥동 873-1,대구광역시 수성구 고산2동,26548,,6,0.02,35.83967,128.68889
업무시설,대구광역시 동구 신서동 621-1,대구광역시 동구 안심4동,27078,,1,0.02,35.871611,128.724251
업무시설,대구광역시 북구 산격동 1382-80,대구광역시 북구 산격4동,8594,,5,0.02,35.888306,128.602853
업무시설,대구광역시 수성구 황금동 764-3,대구광역시 수성구 황금2동,12005,,11,0.03,35.846754,128.620656
업무시설,울산광역시 남구 달동 591-9,울산광역시 남구 달동,26067,,31,0.03,35.536952,129.32438
업무시설,울산광역시 동구 전하동 308-36,울산광역시 동구 전하1동,15187,,11,0.01,35.515725,129.431135
업무시설,울산광역시 울주군 온산읍 학남리 427-15,울산광역시 울주군 온산읍,24417,,14,0.03,35.455011,129.330657
업무시설,울산광역시 중구 우정동 529,울산광역시 중구 우정동,16892,,8,0.01,35.564828,129.310939
업무시설,울산광역시 울주군 온산읍 학남리 427-15,울산광역시 울주군 온산읍 학남리,24417,,14,0.03,35.455011,129.330657
업무시설,부산광역시 해운대구광역시 우동 1465,부산광역시 해운대구광역시 우2동,29092,,,0.04,35.173189,129.12775
업무시설,부산광역시 해운대구광역시 재송동 1354,부산광역시 해운대구광역시 재송1동,35710,,,0.03,35.191061,129.117583
업무시설,부산광역시 해운대구광역시 우동 1475,부산광역시 해운대구광역시 우2동,29092,,,0.04,35.172864,129.130681
업무시설,부산광역시 연제구 연산동 1385-3,부산광역시 연제구 연산5동,16547,,27,0.04,35.183281,129.078928
업무시설,부산광역시 해운대구광역시 반송동 392-1,부산광역시 해운대구광역시 반송2동,21072,,,0.01,35.232643,129.151625
업무시설,전북특별자치도 전주시 완산구 효자동2가 1155-8,전북특별자치도 전주시 완산구 효자5동,36380,,,0.03,35.815368,127.108738
업무시설,전북특별자치도 임실군 임실읍 이도리 259-1,전북특별자치도 임실군 임실읍,7023,,3,0.04,35.613058,127.283807
업무시설,전북특별자치도 전주시 덕진구 장동 452-69,전북특별자치도 전주시 덕진구 여의동,16206,,,0.03,35.85158,127.060606
업무시설,전북특별자치도 전주시 덕진구 성덕동 477,전북특별자치도 전주시 덕진구 조촌동,12272,,,0.03,35.874422,127.034295
업무시설,전북특별자치도 군산시 미룡동 395,전북특별자치도 군산시 나운3동,33686,,31,0.01,35.94621,126.687939
업무시설,전라남도 순천시 풍덕동 879-6,전라남도 순천시 풍덕동,6842,,30,0.04,34.945564,127.498794
업무시설,전라남도 나주시 빛가람동 196-3,전라남도 나주시 빛가람동,38238,,13,0.02,35.022659,126.785856
업무시설,전라남도 순천시 왕지동 869-5,전라남도 순천시 왕조1동,37680,,13,0.02,34.969578,127.524241
업무시설,전라남도 나주시 산포면 등수리 49-3,전라남도 나주시 산포면,2762,,,0.04,35.023522,126.832909
업무시설,전라남도 광양시 광양읍 칠성리 387,전라남도 광양시 광양읍,46552,,39,0.03,34.975095,127.58413
업무시설,광주광역시 동구 충장로4가 14,광주광역시 동구 충장동,5594,,59,0.22,35.149947,126.914523
업무시설,광주광역시 동구 학동 67,광주광역시 동구 학동,7479,,22,0.03,35.141177,126.921201
업무시설,광주광역시 동구 지산동 714-71,광주광역시 동구 지산1동,4723,,,0.04,35.15092,126.932031
업무시설,광주광역시 동구 불로동 135,광주광역시 동구 서남동,6537,,10,0.05,35.144956,126.916362
업무시설,광주광역시 광산구 신촌동 999-8,광주광역시 광산구 신흥동,4182,,,0.02,35.14511,126.805833
업무시설,제주특별자치도 제주시 노형동 929-6,제주특별자치도 제주시 노형동,57043,,46,0.03,33.484284,126.482665
업무시설,제주특별자치도 서귀포시 대정읍 일과리 973-4,제주특별자치도 서귀포시 대정읍,22601,,54,0.03,33.244618,126.235191
업무시설,제주특별자치도 서귀포시 동홍동 447-23,제주특별자치도 서귀포시 동홍동,22890,,2,0.02,33.254093,126.56743
업무시설,제주특별자치도 제주시 노형동 710-1,제주특별자치도 제주시 노형동,57043,,46,0.03,33.482414,126.48328
업무시설,제주특별자치도 서귀포시 동홍동 179,제주특별자치도 서귀포시 동홍동,22890,,2,0.02,33.250712,126.571773
판매시설,서울특별시 서초구 방배동 937-1,서울특별시 서초구 방배1동,15568,,1,0.04,37.486976,126.992678
판매시설,서울특별시 성동구 성수동2가 322-13,서울특별시 성동구 성수2가1동,14856,,7,0.04,37.541552,127.056387
판매시설,서울특별시 광진구 자양동 6-20,서울특별시 광진구 자양4동,24515,,4,0.02,37.538891,127.06739
판매시설,서울특별시 영등포구 양평동4가 3-4,서울특별시 영등포구 양평2동,22117,,9,0.03,37.534305,126.897567
판매시설,서울특별시 강남구 신사동 534-18,서울특별시 강남구 신사동,14143,,7,0.08,37.520848,127.022593
판매시설,경기도 부천시 소사구 범박동 16-12,경기도 부천시 소사구 범박동,27400,,,0.01,37.472733,126.809468
판매시설,경기도 의정부시 용현동 277-5,경기도 의정부시 송산1동 ,56309,,1,0.01,37.737203,127.085588
판매시설,경기도 고양시 일산서구 구산동 1477-3,경기도 고양시 일산서구 가좌동 ,18136,,,0.03,37.683944,126.682371
판매시설,경기도 용인시 처인구 포곡읍 마성리 12-3,경기도 용인시 처인구 포곡읍,32744,,,0.02,37.27372,127.195384
판매시설,경기도 파주시 탄현면 축현리 35-16,경기도 파주시 탄현면,14484,,48,0.06,37.801698,126.74113
판매시설,인천광역시 중구 신흥동1가 34-87,인천광역시 중구 신흥동 ,14505,,11,0.03,37.465834,126.632038
판매시설,인천광역시 부평구 부개동 260-4,인천광역시 부평구 부개1동,15965,,2,0.02,37.485571,126.735498
판매시설,인천광역시 서구 원창동 497,인천광역시 서구 신현원창동,29945,,1,0.03,37.51274,126.6454
판매시설,인천광역시 서구 가좌동 564-73,인천광역시 서구 가좌1동,16935,,,0.06,37.484997,126.671256
판매시설,인천광역시 남동구 고잔동 731,인천광역시 남동구 논현고잔동 ,44096,,,0.04,37.386754,126.691382
판매시설,강원특별자치도 영월군 영월읍 하송리 171-3,강원특별자치도 영월군 영월읍,19506,,20,0.03,37.179749,128.46143
판매시설,강원특별자치도 양양군 양양읍 서문리 334,강원특별자치도 양양군 양양읍,11996,,32,0.04,38.073372,128.610832
판매시설,강원특별자치도 강릉시 사천면 판교리 678-2,강원특별자치도 강릉시 사천면,4680,,24,0.04,37.835364,128.846592
판매시설,강원특별자치도 동해시 단봉동 269-1,강원특별자치도 동해시 북평동 ,13192,,17,0.02,37.475634,129.120797
판매시설,강원특별자치도 춘천시 온의동 285-4,강원특별자치도 춘천시 강남동,25152,,19,0.03,37.857839,127.715462
판매시설,충청북도 제천시 청전동 5-1 ,충청북도 제천시 청전동,15563,,1,0.03,37.157005,128.212664
판매시설,충청북도 청주시 흥덕구 봉명동 530,충청북도 청주시 흥덕구 봉명2·송정동,24433,,,0.03,36.644987,127.464165
판매시설,충청북도 청주시 청원구 북이면 옥수리 6-1,충청북도 청주시 청원구 북이면,4667,,,0.06,36.773837,127.566816
판매시설,충청북도 충주시 봉방동 84-7,충청북도 충주시 봉방동,9028,,40,0.03,36.979353,127.91679
판매시설,충청북도 청주시 서원구 현도면 우록리 746,충청북도 청주시 서원구 현도면,3427,,,0.05,36.521189,127.427601
판매시설,충청남도 천안시 서북구 신당동 488-7,충청남도 천안시 서북구 부성1동,51022,,,0.02,36.86051,127.151125
판매시설,충청남도 천안시 서북구 두정동 801-1,충청남도 천안시 서북구 부성2동,62000,,,0.02,36.830203,127.132466
판매시설,충청남도 아산시 도고면 금산리 33-17,충청남도 아산시 도고면,4428,,18,0.03,36.747558,126.877966
판매시설,충청남도 당진시 시곡동 140-2,충청남도 당진시 당진3동,16496,,1,0.02,36.902097,126.673211
판매시설,충청남도 공주시 신관동 265-4,충청남도 공주시 신관동,23096,,36,0.03,36.474506,127.139427
판매시설,대전광역시 대덕구 비래동 140-6,대전광역시 대덕구 비래동,15278,,2,0.02,36.35462,127.449988
판매시설,대전광역시 서구 도마동 35-7,대전광역시 서구 도마1동,20406,,4,0.02,36.322737,127.373961
판매시설,대전광역시 중구 오류동 175-13,대전광역시 중구 오류동,10030,,8,0.03,36.325017,127.408884
판매시설,대전광역시 서구 정림동 396,대전광역시 서구 정림동,15147,,,0.02,36.306556,127.360437
판매시설,대전광역시 유성구 장대동 211-42,대전광역시 유성구 온천2동,54074,,5,0.02,36.358233,127.331516
판매시설,경상북도 영천시 완산동 917-3,경상북도 영천시 완산동,9662,,19,0.03,35.961149,128.940797
판매시설,경상북도 구미시 공단동 263,경상북도 구미시 공단동,4752,,8,0.11,36.101412,128.385041
판매시설,경상북도 포항시 북구 흥해읍 성곡리 991,경상북도 포항시 북구 흥해읍,43013,,,0.02,36.083672,129.343545
판매시설,경상북도 포항시 북구 죽도동 677-9,경상북도 포항시 북구 죽도동,19406,,,0.05,36.018465,129.34984
판매시설,경상북도 경주시 용강동 1347-4,경상북도 경주시 용강동,25201,,,0.01,35.861948,129.221675
판매시설,경상남도 함안군 가야읍 도항리 81-2,경상남도 함안군 가야읍,17165,,14,0.03,35.279592,128.402929
판매시설,경상남도 김해시 진영읍 여래리 473-2,경상남도 김해시 진영읍,58975,,23,0.02,35.304186,128.740879
판매시설,경상남도 진주시 칠암동 302-2,경상남도 진주시 천전동,28921,,26,0.02,35.185441,128.08838
판매시설,경상남도 김해시 삼계동 1244-1,경상남도 김해시 북부동,82345,,20,0.01,35.270466,128.856825
판매시설,경상남도 김해시 한림면 신천리 260-31,경상남도 김해시 한림면,9229,,7,0.09,35.277004,128.839199
판매시설,대구광역시 서구 평리동 1527-18,대구광역시 서구 평리5동,3530,,1,0.03,35.870158,128.551816
판매시설,대구광역시 달서구 두류동 100-1,대구광역시 달서구 두류1·2동,15023,,7,0.02,35.859401,128.564145
판매시설,대구광역시 북구 칠성동2가 346-9,대구광역시 북구 칠성동,22063,,9,0.03,35.879966,128.595252
판매시설,대구광역시 달서구 송현동 141-2,대구광역시 달서구 송현2동,16644,,2,0.02,35.833347,128.553581
판매시설,대구광역시 수성구 두산동 173-3,대구광역시 수성구 두산동,14230,,16,0.03,35.829994,128.617093
판매시설,울산광역시 북구 명촌16길 9,울산광역시 북구 효문동,29237,,9,0.04,35.556049,129.353519
판매시설,울산광역시 울주군 청량읍 상남리 574-5,울산광역시 울주군 청량읍,18102,,2,0.03,35.491202,129.30553
판매시설,울산광역시 남구 삼산동 1623-5,울산광역시 남구 삼산동,47809,,97,0.05,35.539578,129.345037
판매시설,울산광역시 남구 삼산동 224-13,울산광역시 남구 삼산동,47809,,97,0.05,35.540157,129.346534
판매시설,울산광역시 중구 태화동 942-13,울산광역시 중구 다운동,21362,,,0.02,35.555243,129.27639
판매시설,부산광역시 해운대구광역시 송정동 117-5,부산광역시 해운대구광역시 송정동,9104,,,0.03,35.188093,129.204158
판매시설,부산광역시 강서구 명지동 3598-5,부산광역시 강서구 명지1동,53576,,16,0.02,35.09353,128.906669
판매시설,부산광역시 해운대구광역시 반송동 296-3,부산광역시 해운대구광역시 반송2동,21072,,,0.01,35.230568,129.148089
판매시설,부산광역시 동구 좌천동 242-1,부산광역시 동구 좌천동,11237,,1,0.01,35.134014,129.054515
판매시설,부산광역시 수영구 망미동 205-4,부산광역시 수영구 망미2동,9836,,,0.02,35.176762,129.117487
판매시설,전북특별자치도 전주시 덕진구 전미동2가 69-9,전북특별자치도 전주시 덕진구 송천2동,24615,,,0.02,35.889796,127.105293
판매시설,전북특별자치도 김제시 용지면 부교리 581-6,전북특별자치도 김제시 용지면,3341,,,0.06,35.816592,126.966728
판매시설,전북특별자치도 익산시 왕궁면 도순리 100-61,전북특별자치도 익산시 왕궁면,4362,,2,0.04,35.99805,127.074111
판매시설,전북특별자치도 김제시 백구면 영상리 331-8,전북특별자치도 김제시 백구면,3696,,,0.03,35.87634,126.998687
판매시설,전북특별자치도 전주시 덕진구 금암동 766-1,전북특별자치도 전주시 덕진구 금암1동,11660,,,0.03,35.834376,127.13117
판매시설,전라남도 담양군 담양읍 담빛리 689,전라남도 담양군 담양읍 ,14787,,57,0.04,35.310764,126.952002
판매시설,전라남도 순천시 해룡면 상삼리 426,전라남도 순천시 해룡면,54264,,13,0.02,34.947242,127.534085
판매시설,전라남도 목포시 산정동 1725,전라남도 목포시 원산동,12144,,,0.02,34.810773,126.377396
판매시설,전라남도 무안군 무안읍 성남리 813-35,전라남도 무안군 무안읍,12109,,10,0.03,34.98669,126.473683
판매시설,전라남도 여수시 여서동 916,전라남도 여수시 여서동,16313,,8,0.02,34.748748,127.706288
판매시설,광주광역시 서구 화정동 1282,광주광역시 서구 화정2동 ,19597,,,0.01,35.142287,126.884335
판매시설,광주광역시 광산구 운남동 521-3,광주광역시 광산구 운남동 ,30070,,,0.01,35.173181,126.823029
판매시설,광주광역시 동구 계림동 522-2,광주광역시 동구 계림2동,13315,,,0.01,35.159897,126.925619
판매시설,광주광역시 광산구 신창동 1074-3,광주광역시 광산구 신창동,34526,,,0.02,35.192263,126.850312
판매시설,광주광역시 서구 동천동 79,광주광역시 서구 동천동 ,15219,,,0.02,35.173757,126.851213
판매시설,제주특별자치도 제주시 오라이동 1214-3,제주특별자치도 제주시 오라동 ,15735,,17,0.03,33.492201,126.513269
